Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;settore_storico_pe;superficie_somministrazione;tipo_eser_storico_pe
"VIA SANTA MARIA SEGRETA N. 7 e civico 9; (z.d. 1)";VIA ;SANTA MARIA SEGRETA;7;624;1;;;;"BAR CAFFÈ;Ristorante, trattoria, osteria";208;
VIA MOLINO DELLE ARMI N. 3 (z.d. 1);VIA ;MOLINO DELLE ARMI;3;591;1;;;;"BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Cibi cotti preconfezionati";37;
"VIA DEGLI UMILIATI N. 8 con ingresso in via parea; (z.d. 4)";VIA ;DEGLI UMILIATI;8;3347;4;;;;"Bar pasticc.gelat.crem.creper.;Gelateria;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";73;
VIA PADOVA N. 23 (z.d. 2);VIA ;PADOVA;23;2275;2;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";34;
VIA BRIOSCHI FRANCESCO N. 33 (z.d. 5);VIA ;BRIOSCHI FRANCESCO;33;5243;5;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ;Cibi cotti preconfezionati";60;
VIA SPARTACO N. 23 (z.d. 4);VIA ;SPARTACO;23;3186;4;;;;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Tavola fredda;Cibi cotti preconfezionati";37;
"CSO GARIBALDI GIUSEPPE num.072/3 /3 con esposiz. in via palermo; (z.d. 1)";;;;;;;;;"BAR CAFFÈ;Tavola fredda;BAR CAFFÈ E SIMILI;Bar gastronomici e simili";52;
VIA DEI BIANCOSPINI N. 18 (z.d. 6);VIA ;DEI BIANCOSPINI;18;6711;6;;;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ;Bar gastronomici e simili";37;
"VIA LORENTEGGIO N. 177 con ingr. autonomo e indipend.; (z.d. 6)";VIA ;LORENTEGGIO;177;5132;6;;;;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati;Bar gastronomici e simili";45;
VLE ZARA N. 61 (z.d. 9);VLE ;ZARA;61;1170;9;;;;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Tavola calda";46;
VIA CIRILLO DOMENICO N. 14 (z.d. 1);VIA ;CIRILLO DOMENICO;14;7133;1;;;;"Ristorante;Ristorante, trattoria, osteria";35;
VIA MONETA ERNESTO TEODORO N. 81 (z.d. 9);VIA ;MONETA ERNESTO TEODORO;81;1472;9;;;;"Ristorante, trattoria, osteria;Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ;Trattoria";53;
PZA GRAMSCI ANTONIO N. 14 (z.d. 8);PZA ;GRAMSCI ANTONIO;14;7205;8;;;;"Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.";90;
VIA DOLCI CARLO N. 28 (z.d. 7);VIA ;DOLCI CARLO;28;6555;7;;;;"Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda";76;
VLE TOSCANA N. 19 (z.d. 5);VLE ;TOSCANA;19;4210;5;;;;"Ristorante, trattoria, osteria;Ristorante";44;
VIA STRIGELLI GAETANO N. 5 (z.d. 4);VIA ;STRIGELLI GAETANO;5;3214;4;;;;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Pizzerie e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.";30;
CSO COLOMBO CRISTOFORO N. 3 (z.d. 6);CSO ;COLOMBO CRISTOFORO;3;5114;6;;;;"Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ";34;
VIA SILVA GUGLIELMO N. 43 (z.d. 8);VIA ;SILVA GUGLIELMO;43;6400;8;;;;"Bar gastronomici e simili;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Pizzeria;Tavola calda;Pizzerie e simili";33;
VIA LAMARMORA ALFONSO N. 19 (z.d. 1);VIA ;LAMARMORA ALFONSO;19;4103;1;;;;"Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili";38;
VIA PROCACCINI GIULIO CESARE N. 36 (z.d. 8);VIA ;PROCACCINI GIULIO CESARE;36;7204;8;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;BAR CAFFÈ;Ristorante";58;
VIA BREDA ERNESTO N. 122 (z.d. 2);VIA ;BREDA ERNESTO;122;2342;2;;;;"Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ";55;
CSO GARIBALDI GIUSEPPE N. 104 (z.d. 1);CSO ;GARIBALDI GIUSEPPE;104;1010;1;;;;"Bar pasticc.gelat.crem.creper.;BAR CAFFÈ;Gelateria;Genere Merceol.Autorizz.Sanit.;Tavola fredda";32;
VIA BASSINI EDOARDO N. 51 (z.d. 3);VIA ;BASSINI EDOARDO;51;2587;3;;;;"BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ E SIMILI";35;
VIA BAZZINI ANTONIO N. 2 (z.d. 3);VIA ;BAZZINI ANTONIO;2;2427;3;;;;"BAR CAFFÈ;Tav.calde,self service,fast f.;Genere Merceol.Autorizz.Sanit.;Tavola calda";21;
VIA CORRADO II IL SALICO N. 10 (z.d. 5);VIA ;CORRADO II IL SALICO;10;4225;5;;;;"BAR CAFFÈ;Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";74;
VIA BERTANI AGOSTINO N. 2 (z.d. 1);VIA ;BERTANI AGOSTINO;2;7112;1;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati";55;
VLE BLIGNY N. 18 (z.d. 5);VLE ;BLIGNY;18;4045;5;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";58;
VIA ERODOTO N. 2 (z.d. 2);VIA ;ERODOTO;2;2352;2;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";163;
VIA SFORZA ASCANIO N. 17 (z.d. 5);VIA ;SFORZA ASCANIO;17;5201;5;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante, trattoria, osteria;Trattoria";21;
VLE CAMPANIA N. 51 (z.d. 4);VLE ;CAMPANIA;51;3100;4;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Bar gastronomici e simili;Cibi cotti preconfezionati;Tavola fredda";59;
VIA AJACCIO N. 9 (z.d. 3);VIA ;AJACCIO;9;3246;3;;;;"BAR CAFFÈ E SIMILI;Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria";88;
VIA DE MARCHI GHERINI AMBROGIO N. 2 (z.d. 2);VIA ;DE MARCHI GHERINI AMBROGIO;2;2503;2;;;;Bar pasticc.gelat.crem.creper.;28;
"VIA BISCEGLIE N. 92 int. cortile - con ingr.in via; (z.d. 6)";VIA ;BISCEGLIE;92;6707;6;;;;"Genere Merceol.Autorizz.Sanit.;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI;Bar pasticc.gelat.crem.creper.;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ";179;
PZA CINQUE GIORNATE N. 6 (z.d. 1);PZA ;CINQUE GIORNATE;6;3053;1;;;;"Bar gastronomici e simili;BAR CAFFÈ;BAR CAFFÈ E SIMILI";15;
VLE UNGHERIA N. 24 (z.d. 4);VLE ;UNGHERIA;24;3357;4;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ;Prodotti di gastronomia;Genere Merceol.Autorizz.Sanit.";95;
VIA PONALE N. 66 (z.d. 9);VIA ;PONALE;66;1616;9;;;;"Tavola fredda;BAR CAFFÈ;BAR CAFFÈ E SIMILI";26;
PZA VELASCA N. 4 (z.d. 1);PZA ;VELASCA;4;335;1;;;;"Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;Ristorante, trattoria, osteria";432;
VIA LOMBROSO CESARE N. 54 (z.d. 4);VIA ;LOMBROSO CESARE;54;3334;4;;;;"BAR CAFFÈ;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÈ E SIMILI";176;
VIA RUBENS PIETRO N. 17 (z.d. 7);VIA ;RUBENS PIETRO;17;6597;7;;;;"Bar gastronomici e simili;Pizzeria;BAR CAFFÈ E SIMILI;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.;Trattoria;BAR CAFFÈ";37;
"VIA PADOVA N. 143 ; isolato:261; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;143;2275;2;solo somministrazione;somministrazione;misto;"Cibi cotti preconfezionati;Bar gastronomici e simili;BAR CAFFÈ;Pizzeria;Tavola fredda";32;
"CSO BUENOS AIRES N. 3 c/o hotel; (z.d. 3)";CSO ;BUENOS AIRES;3;2129;3;;;;"Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria";179;
VIA VITRUVIO N. 9 (z.d. 3);VIA ;VITRUVIO;9;2134;3;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";47;
VLE FILIPPETTI ANGELO N. 41 (z.d. 1);VLE ;FILIPPETTI ANGELO;41;4038;1;;;;"Cibi cotti preconfezionati;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda;Wine,birr.,pub enot.,caff.,the";485;
VIA BIXIO NINO N. 11 (z.d. 3);VIA ;BIXIO NINO;11;3133;3;;;;"BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda;BAR CAFFÈ E SIMILI";50;
VIA ANDREOLI DON GIUSEPPE N. 27 (z.d. 9);VIA ;ANDREOLI DON GIUSEPPE;27;1467;9;;;;"BAR CAFFÈ;Bar pasticc.gelat.crem.creper.;Ristorante;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";69;
VIA TERRAGGIO N. 11 (z.d. 1);VIA ;TERRAGGIO;11;644;1;;;;"Tavola fredda;BAR CAFFÈ;Bar gastronomici e simili";32;
VLE CONI ZUGNA N. 14 (z.d. 7);VLE ;CONI ZUGNA;14;5110;7;;;;"Wine,birr.,pub enot.,caff.,the;Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";77;
VIA ASTESANI ALESSANDRO N. 29 (z.d. 9);VIA ;ASTESANI ALESSANDRO;29;1558;9;;;;BAR CAFFÈ E SIMILI;114;
VIA GOVONE GIUSEPPE N. 67 (z.d. 8);VIA ;GOVONE GIUSEPPE;67;7222;8;;;;"Cibi cotti preconfezionati;Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ;BAR CAFFÈ E SIMILI";53;
VIA SALA DEI LONGOBARDI N. 2 (z.d. 1);VIA ;SALA DEI LONGOBARDI;2;217;1;;;;"Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Bar gastronomici e simili";103;
LGO BRASILIA N. 4 (z.d. 6);LGO ;BRASILIA;4;6145;6;;;;"Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Pizzeria;BAR CAFFÈ;Pizzerie e simili";98;
VIA CENISIO N. 13 (z.d. 8);VIA ;CENISIO;13;7184;8;;;;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tavola fredda";17;
PLE ISTRIA N. 12 (z.d. 2);PLE ;ISTRIA;12;1347;2;;;;"Tavola fredda;BAR CAFFÈ;Cibi cotti preconfezionati;Bar gastronomici e simili";45;
VIA LOMELLINA N. 9 (z.d. 4);VIA ;LOMELLINA;9;3280;4;;;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ;Prodotti di gastronomia";59;
VIA THAON DI REVEL GENOVA N. 3 (z.d. 9);VIA ;THAON DI REVEL GENOVA;3;1172;9;;;;"Ristorante, trattoria, osteria;Ristorante;Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ";122;
VIA CONCA DEL NAVIGLIO N. 7 (z.d. 1);VIA ;CONCA DEL NAVIGLIO;7;5180;1;;;;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Ristorante";87;
VIA TARTINI GIUSEPPE N. 37 (z.d. 9);VIA ;TARTINI GIUSEPPE;37;1501;9;;;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Tav.calde,self service,fast f.;Pizzeria;Pizzerie e simili;BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";165;
VIA GOZZI GASPARE N. 6 (z.d. 3);VIA ;GOZZI GASPARE;6;3104;3;;;;"Bar pasticc.gelat.crem.creper.;Ristorante, trattoria, osteria";85;
VIA MORGAGNI GIOVANNI BATTISTA N. 2 (z.d. 3);VIA ;MORGAGNI GIOVANNI BATTISTA;2;2158;3;;;;Ristorante, trattoria, osteria;59;
"VIA ROSSINI GIOACCHINO N. 1 angolo via vivaio; (z.d. 1)";VIA ;ROSSINI GIOACCHINO;1;3040;1;;;;"Cibi cotti preconfezionati;BAR CAFFÈ;Bar gastronomici e simili";49;
VIA TORTONA N. 20 (z.d. 6);VIA ;TORTONA;20;5124;6;;;;"Ristorante, trattoria, osteria;Tavola calda;Genere Merceol.Autorizz.Sanit.";32;
PZA BAUSAN GIOVANNI N. 4 (z.d. 9);PZA ;BAUSAN GIOVANNI;4;1262;9;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Pizzerie e simili";25;
VIA VERRI PIETRO N. 4 (z.d. 1);VIA ;VERRI PIETRO;4;223;1;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ";35;
CSO SAN GOTTARDO N. 49 (z.d. 5);CSO ;SAN GOTTARDO;49;5203;5;;;;"Genere Merceol.Autorizz.Sanit.;Tavola calda;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati";47;
VIA ALBERTI LEON BATTISTA N. 10 (z.d. 8);VIA ;ALBERTI LEON BATTISTA;10;7167;8;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the";111;
VIA BRA' N. 2 (z.d. 3);VIA ;BRA';2;2542;3;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ;Tavola fredda";30;
VIA WASHINGTON GIORGIO N. 52 (z.d. 7);VIA ;WASHINGTON GIORGIO;52;6111;7;;;;"Wine,birr.,pub enot.,caff.,the;Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ E SIMILI";59;
VIA PICHI MARIO N. 5 (z.d. 6);VIA ;PICHI MARIO;5;5236;6;;;;"Ristorante, trattoria, osteria;Ristorante";46;
"CSO SEMPIONE N. 88 con ingr.da v.piero d.francesc; (z.d. 8)";CSO ;SEMPIONE;88;7137;8;;;;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Bar gastronomici e simili";85;
CSO SEMPIONE N. 30 (z.d. 8);CSO ;SEMPIONE;30;7137;8;;;;"Pizzeria;Pizzerie e simili;Ristorante;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";204;
VIA OXILIA NINO N. 1 (z.d. 2);VIA ;OXILIA NINO;1;2287;2;;;;"Tavola calda;BAR CAFFÈ;Wine,birr.,pub enot.,caff.,the";99;
"VIA PALAZZI LAZZARO N. 4 con ingresso in viale tunisia; (z.d. 3)";VIA ;PALAZZI LAZZARO;4;2171;3;;;;"BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda;Bar gastronomici e simili";39;
VIA MOSCATI PIETRO N. 13 (z.d. 8);VIA ;MOSCATI PIETRO;13;7136;8;;;;Ristorante, trattoria, osteria;155;
VIA CAPECELATRO ALFONSO N. 23 (z.d. 7);VIA ;CAPECELATRO ALFONSO;23;6575;7;;;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili";28;
VLE UMBRIA N. 101 (z.d. 4);VLE ;UMBRIA;101;3145;4;;;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Cibi cotti preconfezionati";30;
VIA ALBERTINELLI MARIOTTO N. 9 (z.d. 7);VIA ;ALBERTINELLI MARIOTTO;9;6561;7;;;;"Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ";87;
VIA BASSINI EDOARDO N. 47 (z.d. 3);VIA ;BASSINI EDOARDO;47;2587;3;;;;"Pizzerie e simili;Pizzeria";14;
VIA TACCIOLI GIUSEPPE N. 20 (z.d. 9);VIA ;TACCIOLI GIUSEPPE;20;1544;9;;;;"Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili;BAR CAFFÈ";59;
"VIA MECENATE num.078/a /a; (z.d. 4)";;;;;;;;;"Ristorante;BAR CAFFÈ E SIMILI;Pizzerie e simili;Pizzeria;Ristorante, trattoria, osteria;BAR CAFFÈ";147;
VIA PONTE NUOVO N. 31 (z.d. 2);VIA ;PONTE NUOVO;31;2494;2;;;;"Ristorante, trattoria, osteria;Ristorante";23;
VIA SOTTOCORNO PASQUALE N. 6 (z.d. 4);VIA ;SOTTOCORNO PASQUALE;6;3152;4;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";81;
VLE ESPINASSE CARLO N. 63 (z.d. 8);VLE ;ESPINASSE CARLO;63;7390;8;;;;"Bar gastronomici e simili;Bar gastronomici e simili;BAR CAFFÈ;Tavola calda;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";71;
VIA SAN BERNARDO N. 32 (z.d. 5);VIA ;SAN BERNARDO;32;4351;5;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Ristorante, trattoria, osteria;Tavola fredda;Cibi cotti preconfezionati";72;
VLE STELVIO N. 18 (z.d. 9);VLE ;STELVIO;18;1227;9;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";32;
"VIA TEODOSIO N. 85 ; isolato:013; (z.d. 3)";VIA ;TEODOSIO;85;2550;3;solo somministrazione;somministrazione;misto;Bar pasticc.gelat.crem.creper.;140;bar pasticc.gelat.crem.creper.
VIA PARAVIA PIER ALESSANDRO N. 73 (z.d. 7);VIA ;PARAVIA PIER ALESSANDRO;73;6571;7;;;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Pizzerie e simili";99;
VLE MONZA N. 116 (z.d. 2);VLE ;MONZA;116;2274;2;;;;"Gelateria;BAR CAFFÈ;Bar pasticc.gelat.crem.creper.";21;
VIA DELLE ROSE N. 44 (z.d. 6);VIA ;DELLE ROSE;44;6684;6;;;;"Ristorante;Ristorante, trattoria, osteria";60;
"VIA TERTULLIANO N. 70 con 2øingr.anche v.cadolini 31; (z.d. 4)";VIA ;TERTULLIANO;70;4094;4;;;;"BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda";69;
VLE CORSICA N. 59 (z.d. 4);VLE ;CORSICA;59;3262;4;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Bar pasticc.gelat.crem.creper.";29;
VIA FARINI CARLO N. 70 (z.d. 9);VIA ;FARINI CARLO;70;1114;9;;;;"Ristorante, trattoria, osteria;Ristorante";74;
"VIA IMBONATI CARLO num.000 ; ()";;;;;;;;;Genere Merceol.Autorizz.Sanit.;;
VIA CESAROTTI MELCHIORRE N. 2 (z.d. 2);VIA ;CESAROTTI MELCHIORRE;2;2510;2;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";12;
VIA SAMMARTINI GIOVANNI BATTISTA N. 15 (z.d. 2);VIA ;SAMMARTINI GIOVANNI BATTISTA;15;1202;2;;;;"Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili";79;
VIA TITO LIVIO N. 2 (z.d. 4);VIA ;TITO LIVIO;2;4086;4;;;;"Wine,birr.,pub enot.,caff.,the;Pizzerie e simili;Ristorante, trattoria, osteria";370;
VIA SATTA SEBASTIANO N. 20 (z.d. 8);VIA ;SATTA SEBASTIANO;20;7352;8;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI;Cibi cotti preconfezionati;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";52;
VIA TOLSTOI LEONE N. 56 (z.d. 6);VIA ;TOLSTOI LEONE;56;5133;6;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ";32;
VLE CERTOSA N. 290 (z.d. 8);VLE ;CERTOSA;290;7174;8;;;;"Bar gastronomici e simili;Prodotti di gastronomia;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Tavola fredda";29;
VLE UMBRIA N. 50 (z.d. 4);VLE ;UMBRIA;50;3145;4;;;;"BAR CAFFÈ;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ E SIMILI";97;
VIA ROSSI PELLEGRINO N. 51 (z.d. 9);VIA ;ROSSI PELLEGRINO;51;1510;9;;;;"BAR CAFFÈ;Ristorante, trattoria, osteria;Ristorante";51;
VIA SAN GREGORIO N. 15 (z.d. 3);VIA ;SAN GREGORIO;15;2123;3;;;;"Ristorante, trattoria, osteria;Ristorante";61;
VIA CONSOLE MARCELLO N. 10 (z.d. 8);VIA ;CONSOLE MARCELLO;10;7278;8;;;;"Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Cibi cotti preconfezionati;Tavola fredda;BAR CAFFÈ";30;
VIA PORRO LAMBERTENGHI LUIGI N. 19 (z.d. 9);VIA ;PORRO LAMBERTENGHI LUIGI;19;1142;9;;;;"Ristorante;Pizzerie e simili;BAR CAFFÈ;Pizzeria";110;
VIA POLLAIUOLO ANTONIO N. 5 (z.d. 9);VIA ;POLLAIUOLO ANTONIO;5;1146;9;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";59;
VIA SACCO LUIGI N. 5 (z.d. 7);VIA ;SACCO LUIGI;5;6275;7;;;;"BAR CAFFÈ;Cibi cotti preconfezionati;Bar pasticc.gelat.crem.creper.;Tavola fredda";35;
VIA MELZO N. 28 (z.d. 3);VIA ;MELZO;28;2184;3;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda;Cibi cotti preconfezionati";30;
VLE PIRELLI PIERO E ALBERTO N. 14 (z.d. 9);VLE ;PIRELLI PIERO E ALBERTO;14;1727;9;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ;Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili";41;
VIA FANTOLI GAUDENZIO N. 7 (z.d. 4);VIA ;FANTOLI GAUDENZIO;7;3355;4;;;;"Ristorante;BAR CAFFÈ E SIMILI;Tav.calde,self service,fast f.;BAR CAFFÈ";477;
VIA LOPEZ SABATINO N. 3 (z.d. 8);VIA ;LOPEZ SABATINO;3;7369;8;;;;"BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ";49;
VIA CONSOLE MARCELLO N. 1 (z.d. 8);VIA ;CONSOLE MARCELLO;1;7278;8;;;;"BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";69;
VLE BRENTA N. 33 (z.d. 4);VLE ;BRENTA;33;4151;4;;;;Genere Merceol.Autorizz.Sanit.;111;
VIA GIAMPIETRINO N. 1 (z.d. 9);VIA ;GIAMPIETRINO;1;7333;9;;;;"Ristorante;BAR CAFFÈ;Tav.calde,self service,fast f.";124;
VIA MEDA GIUSEPPE N. 35 (z.d. 5);VIA ;MEDA GIUSEPPE;35;5242;5;;;;"Ristorante;Ristorante, trattoria, osteria";41;
VIA SPARTACO N. 25 (z.d. 4);VIA ;SPARTACO;25;3186;4;;;;"Tavola fredda;Cibi cotti preconfezionati;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ";43;
VIA CASTALDI PANFILO N. 27 (z.d. 3);VIA ;CASTALDI PANFILO;27;2119;3;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";46;
VIA LORENTEGGIO N. 41 (z.d. 6);VIA ;LORENTEGGIO;41;5132;6;;;;Bar gastronomici e simili;42;
VIA VOLTA ALESSANDRO N. 12 (z.d. 1);VIA ;VOLTA ALESSANDRO;12;1018;1;;;;"BAR CAFFÈ E SIMILI;Tavola fredda;Cibi cotti preconfezionati;BAR CAFFÈ";50;
VIA PIERO DELLA FRANCESCA N. 54 (z.d. 8);VIA ;PIERO DELLA FRANCESCA;54;7188;8;;;;"BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ";36;
VIA LOSANNA N. 36 (z.d. 8);VIA ;LOSANNA;36;7190;8;;;;Genere Merceol.Autorizz.Sanit.;35;
VIA D'APULIA NICOLA N. 4 (z.d. 2);VIA ;D'APULIA NICOLA;4;2290;2;;;;"Ristorante, trattoria, osteria;Trattoria";38;
VIA SAN VITO N. 7 (z.d. 1);VIA ;SAN VITO;7;539;1;;;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";55;
VLE BLIGNY N. 42 (z.d. 5);VLE ;BLIGNY;42;4045;5;;;;"BAR CAFFÈ E SIMILI;Tavola calda;BAR CAFFÈ;Bar gastronomici e simili;Tavola fredda";28;
VIA MONTI VINCENZO N. 41 (z.d. 1);VIA ;MONTI VINCENZO;41;6155;1;;;;"BAR CAFFÈ E SIMILI;Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili;Gelateria;BAR CAFFÈ;Cibi cotti preconfezionati";47;
CSO GARIBALDI GIUSEPPE N. 12 (z.d. 1);CSO ;GARIBALDI GIUSEPPE;12;1010;1;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Tavola fredda;Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili";118;
VLE GRAN SASSO N. 5 (z.d. 3);VLE ;GRAN SASSO;5;2243;3;;;;"Bar pasticc.gelat.crem.creper.;BAR CAFFÈ;BAR CAFFÈ E SIMILI";43;
CSO SEMPIONE N. 11 (z.d. 1);CSO ;SEMPIONE;11;7137;1;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";89;
VIA MURAT GIOACCHINO N. 32 (z.d. 9);VIA ;MURAT GIOACCHINO;32;1316;9;;;;"Pizzerie e simili;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Pizzeria;Ristorante;BAR CAFFÈ";140;
"VIA MORIMONDO N. 26 (ex area richard ginori); (z.d. 6)";VIA ;MORIMONDO;26;5291;6;;;;Genere Merceol.Autorizz.Sanit.;70;
"BST DI PORTA VOLTA num.018/a ; (z.d. 1)";BST ;DI PORTA VOLTA;;1066;1;;;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";115;
VLE ROMAGNA N. 37 (z.d. 3);VLE ;ROMAGNA;37;3102;3;;;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI";32;
