Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA TRAIANO MARCO ULPIO N. 64 ; isolato:322; (z.d. 9)";VIA ;TRAIANO MARCO ULPIO;64;7157;8;;non alimentare;;115;115
"VIA GOVONE GIUSEPPE N. 29 ; isolato:013; (z.d. 8)";VIA ;GOVONE GIUSEPPE;29;7222;8;;non alimentare;110;225;115
"VIA PALAZZI LAZZARO N. 2 ; isolato:124; (z.d. 3)";VIA ;PALAZZI LAZZARO;2;2171;3;;non alimentare;;115;115
"VIA CANONICA LUIGI N. 5 ; isolato:126; (z.d. 1)";VIA ;CANONICA LUIGI;5;7121;1;;non alimentare;39;154;115
VIA ASELLI GASPARE N. 11 (z.d. 3);VIA ;ASELLI GASPARE;11;3167;3;;"alimentare;non alimentare";5;120;115
VIA ALBERTO DA GIUSSANO N. 20 (z.d. 1);VIA ;ALBERTO DA GIUSSANO;20;6188;1;;non alimentare;;132;115
"VLE MONTE CENERI N. 58 ; isolato:319; accesso: accesso esterno; (z.d. 8)";VLE ;MONTE CENERI;58;7176;8;;non alimentare;;115;115
VIA NEERA ANNA N. 46 (z.d. 5);VIA ;NEERA ANNA;46;5326;5;;;10;125;115
"VIA MASCAGNI PIETRO N. 2 ;via visconti di modrone uberto 020; isolato:193; accesso: accesso esterno; (z.d. 1)";VIA ;MASCAGNI PIETRO;2;3155;1;arte borgogna;non alimentare;;115;115
VIA CROCEFISSO N. 27 (z.d. 1);VIA ;CROCEFISSO;27;587;1;;non alimentare;;115;115
VIA SAN PIETRO ALL'ORTO N. 7 (z.d. 1);VIA ;SAN PIETRO ALL'ORTO;7;213;1;;Non Alimentare;15;130;115
VIA VERRI PIETRO N. 4 estremi catastali: fg 389 mappale 206 sub 701p e 706p (z.d. 1);VIA ;VERRI PIETRO;4;223;1;;Non Alimentare;;158;115
VIA SOLARI ANDREA N. 56 (z.d. 6);VIA ;SOLARI ANDREA;56;5111;6;;Non Alimentare;;224;115
VIA TAZZOLI ENRICO N. 11 (z.d. 9);VIA ;TAZZOLI ENRICO;11;1118;9;;"Alimentare;Non Alimentare";;192;115
"VIA TERRUGGIA GIOVANNI N. 26 ; isolato:064; accesso: accesso esterno; (z.d. 9)";VIA ;TERRUGGIA GIOVANNI;26;1533;9;green garden bistrot;alimentare;20;78;116
"VLE REGINA GIOVANNA N. 42 ; isolato:147; accesso: accesso esterno; (z.d. 3)";VLE ;REGINA GIOVANNA;42;2157;3;;Tabella speciale Farmacie;133;249;116
"VIA TORINO N. 42 ;via torino 042; isolato:401; accesso: accesso esterno; (z.d. 1)";VIA ;TORINO;42;543;1;;Non Alimentare;37;153;116
"VIA SOLFERINO N. 33 ; isolato:006; accesso: accesso esterno; (z.d. 1)";VIA ;SOLFERINO;33;1028;1;de risi elettrodomestici;non alimentare;13;129;116
"VIA PERGOLESI GIOVANNI BATTISTA N. 1 ; isolato:026; accesso: accesso esterno; (z.d. 3)";VIA ;PERGOLESI GIOVANNI BATTISTA;1;2231;3;;non alimentare;;116;116
"VIA DELLE FOPPETTE N. 2 ; isolato:029; accesso: accesso esterno; (z.d. 6)";VIA ;DELLE FOPPETTE;2;5143;6;bar tabacchi ricevitoria;tabella speciale monopolio;60;176;116
"VIA MANUZIO ALDO N. 6 ; isolato:126; accesso: accesso esterno; (z.d. 2)";VIA ;MANUZIO ALDO;6;2114;2;;non alimentare;;116;116
"PZA MONTE FALTERONA N. 3 ; isolato:249; accesso: accesso esterno; (z.d. 7)";PZA ;MONTE FALTERONA;3;6558;7;farmacia;tabella speciale farmacie;16;74;116
"VIA TORRICELLI EVANGELISTA N. 5 ; isolato:127; accesso: accesso esterno; (z.d. 5)";VIA ;TORRICELLI EVANGELISTA;5;5240;5;;alimentare;;116;116
"VIA CHIARELLI LUIGI N. 10 int. mercato comunale coperto; isolato:018; accesso: accesso interno; (z.d. 8)";VIA ;CHIARELLI LUIGI;10;7519;8;farmacia;tabella speciale farmacie;60;176;116
"VIA MAZZINI GIUSEPPE N. 6 ;via mazzini giuseppe 006; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA ;MAZZINI GIUSEPPE;6;516;1;;non alimentare;64;180;116
"VIA OZANAM FEDERICO N. 11 ; isolato:045; accesso: accesso esterno; (z.d. 3)";VIA ;OZANAM FEDERICO;11;2143;3;;non alimentare;;116;116
"VIA BESSARIONE N. 14 ; isolato:116; accesso: accesso esterno; (z.d. 4)";VIA ;BESSARIONE;14;4152;4;;non alimentare;;116;116
"VIA MEDA GIUSEPPE N. 15 ; isolato:161; accesso: accesso esterno; (z.d. 5)";VIA ;MEDA GIUSEPPE;15;5242;5;;non alimentare;4;120;116
"VIA SCARLATTI DOMENICO N. 5 ; isolato:044; accesso: accesso esterno; (z.d. 3)";VIA ;SCARLATTI DOMENICO;5;2136;3;ferramenta;non alimentare;;116;116
"VLE TUNISIA num.001; isolato:124; accesso: accesso esterno; (z.d. 3)";;;;;;carpe diem;non alimentare;;116;116
"VIA CORSICO N. 9 ; isolato:057; accesso: accesso esterno; (z.d. 6)";VIA ;CORSICO;9;5157;6;il libraccio;non alimentare;;116;116
"PZA GARIBALDI ANITA N. 8 ; isolato:128; accesso: accesso esterno; (z.d. 7)";PZA ;GARIBALDI ANITA;8;6786;7;foto ottica;non alimentare;;152;116
"VIA MONTE SUELLO N. 1 ; isolato:256; accesso: accesso esterno; (z.d. 4)";VIA ;MONTE SUELLO;1;3274;4;farmacia;tabella speciale farmacie;43;101;116
"VIA VARESINA N. 157 ; isolato:156; accesso: accesso esterno; (z.d. 8)";VIA ;VARESINA;157;7290;8;;non alimentare;;116;116
"VIA ERODOTO N. 2 ; isolato:099; accesso: accesso esterno; (z.d. 2)";VIA ;ERODOTO;2;2352;2;came arredamenti;non alimentare;;116;116
"VIA NICCOLINI GIOVANNI BATTISTA N. 30 ; isolato:077; accesso: accesso esterno; (z.d. 8)";VIA ;NICCOLINI GIOVANNI BATTISTA;30;7129;8;;non alimentare;;170;116
"VIA RIZZOLI ANGELO N. 2 trasloco dal 05.05.2006; isolato:011; (z.d. 3)";VIA ;RIZZOLI ANGELO;2;2588;3;;non alimentare;46;162;116
"VIA MEDICI N. 15 ;via medici 015; isolato:336; (z.d. 1)";VIA ;MEDICI;15;558;1;;non alimentare;;116;116
"VIA F.LLI BRONZETTI N. 23 ; isolato:029; (z.d. 4)";VIA ;F.LLI BRONZETTI;23;3089;4;;non alimentare;;116;116
"VIA BRERA N. 28 c/o pinacoteca di brera; (z.d. 1)";VIA ;BRERA;28;122;1;;non alimentare;;116;116
VIA VALTELLINA N. 12 (z.d. 9);VIA ;VALTELLINA;12;1188;9;;Non Alimentare;;191;116
"VIA CANONICA LUIGI N. 81 ; isolato:104; accesso: accesso esterno; (z.d. 8)";VIA ;CANONICA LUIGI;81;7121;8;;non alimentare;3;120;117
"VIA STRADIVARI ANTONIO N. 1 ; isolato:010; accesso: accesso esterno; (z.d. 3)";VIA ;STRADIVARI ANTONIO;1;2239;3;zucchi bayres;non alimentare;27;144;117
"VIA CACCIALEPORI N. 17 ; isolato:294; accesso: accesso esterno; (z.d. 7)";VIA ;CACCIALEPORI;17;6557;7;;non alimentare;;117;117
"VIA VISCONTI DI MODRONE UBERTO num.008/1; isolato:195; accesso: accesso esterno; (z.d. 1)";;;;;;libreria scientifica srl.;non alimentare;;117;117
"VIA SOLFERINO N. 5 ; isolato:246; accesso: accesso esterno; (z.d. 1)";VIA ;SOLFERINO;5;1028;1;;alimentare;;117;117
"VIA VARESINA N. 71 ; isolato:251; accesso: accesso esterno; (z.d. 8)";VIA ;VARESINA;71;7290;8;;non alimentare;94;211;117
"VIA RICOTTI ERCOLE N. 1 ; isolato:031; accesso: accesso interno; (z.d. 9)";VIA ;RICOTTI ERCOLE;1;1248;9;;non alimentare;8;125;117
"VIA ORNATO LUIGI N. 17 ; isolato:069; accesso: accesso esterno; (z.d. 9)";VIA ;ORNATO LUIGI;17;1591;9;master color;non alimentare;;117;117
"VIA ZEZON ACHILLE N. 4 ; isolato:308; accesso: accesso interno; (z.d. 2)";VIA ;ZEZON ACHILLE;4;1194;2;;non alimentare;;117;117
"VIA BRIZI EUGENIO N. 1 ; isolato:069; accesso: accesso esterno; (z.d. 4)";VIA ;BRIZI EUGENIO;1;4186;4;;non alimentare;;117;117
"VIA LAMARMORA ALFONSO N. 19 ; isolato:114; accesso: accesso esterno; (z.d. 1)";VIA ;LAMARMORA ALFONSO;19;4103;1;fogliazza libreria;non alimentare;;117;117
"VIA REMBRANDT N. 2 ; isolato:289; accesso: accesso esterno; (z.d. 7)";VIA ;REMBRANDT;2;6618;7;bindi fantasia nel desser;"alimentare;non alimentare";;0;117
"VIA PACIOLI FRA' LUCA N. 9 ; isolato:039; accesso: accesso esterno; (z.d. 1)";VIA ;PACIOLI FRA' LUCA;9;5104;1;;non alimentare;;117;117
"VIA MONTE NAPOLEONE N. 23 ;via monte napoleone 023; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;23;219;1;mario buccellati;non alimentare;;231;117
VIA BELFIORE N. 16 (z.d. 7);VIA ;BELFIORE;16;6246;7;;non alimentare;;153;117
"VIA MONTE NAPOLEONE N. 23 ;via bagutta 003; isolato:262; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;23;219;1;;non alimentare;;231;117
CSO GARIBALDI GIUSEPPE N. 73 (z.d. 1);CSO ;GARIBALDI GIUSEPPE;73;1010;1;;Non Alimentare;40;157;117
VIA BERGAMO N. 12 (z.d. 4);VIA ;BERGAMO;12;3189;4;;Non Alimentare;;117;117
VIA VAL BAVONA N. 21 (z.d. 6);VIA ;VAL BAVONA;21;6664;6;;Non Alimentare;32;149;117
VIA PADOVA N. 27 (z.d. 2);VIA ;PADOVA;27;2275;2;;Non Alimentare;;117;117
VIA SANTA RITA DA CASCIA N. 2 (z.d. 6);VIA ;SANTA RITA DA CASCIA;2;5301;6;;"Alimentare;Non Alimentare";66;183;117
VIA REMBRANDT N. 22 (z.d. 7);VIA ;REMBRANDT;22;6618;7;;Alimentare;25;142;117
"CSO VITTORIO EMANUELE II N. 9 ;cso vittorio emanuele ii 009; isolato:361; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;9;214;1;pica;non alimentare;21;139;118
"PZA MISSORI GIUSEPPE N. 2 ;via mazzini giuseppe 020; isolato:445; accesso: accesso esterno; (z.d. 1)";PZA ;MISSORI GIUSEPPE;2;525;1;canetta;non alimentare;137;255;118
"VIA DANTE ALIGHIERI N. 12 ;via dante alighieri 012; isolato:370; accesso: accesso esterno; (z.d. 1)";VIA ;DANTE ALIGHIERI;12;612;1;petit bateau;non alimentare;;118;118
"VIA RASORI GIOVANNI N. 2 ; isolato:217; accesso: accesso esterno; (z.d. 7)";VIA ;RASORI GIOVANNI;2;6190;7;farmacia legnani;"non alimentare;tabella speciale farmacie";;118;118
"VIA RIPAMONTI GIUSEPPE N. 514 ; isolato:224; accesso: accesso interno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;514;4066;5;;non alimentare;;118;118
"VIA RIPAMONTI GIUSEPPE N. 194 ; isolato:162; accesso: accesso esterno; (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;194;4066;5;;non alimentare;;118;118
"VIA AVANCINI AVANCINIO N. 8 loc. interno; isolato:055; accesso: accesso interno; (z.d. 5)";VIA ;AVANCINI AVANCINIO;8;5342;5;a bandiera bifacciale est;non alimentare;;118;118
"PLE ARCHINTO CARLO N. 6 ; isolato:265; accesso: accesso esterno; (z.d. 9)";PLE ;ARCHINTO CARLO;6;1138;9;;non alimentare;;118;118
"VIA PONTE VETERO N. 1 ;via ponte vetero 001; isolato:293; accesso: accesso esterno; (z.d. 1)";VIA ;PONTE VETERO;1;718;1;antonia srl.;non alimentare;;118;118
"CSO MATTEOTTI GIACOMO N. 9 ;via monte napoleone 001; isolato:315; accesso: accesso esterno; (z.d. 1)";CSO ;MATTEOTTI GIACOMO;9;218;1;annabella pellicceria spa;non alimentare;;118;118
"VIA ALBANI FRANCESCO N. 21 ; isolato:208; (z.d. 8)";VIA ;ALBANI FRANCESCO;21;6399;8;;non alimentare;;118;118
"VLE BACCHIGLIONE N. 26 ; isolato:028; accesso: accesso esterno; (z.d. 4)";VLE ;BACCHIGLIONE;26;4171;4;;non alimentare;;118;118
"VIA DEI TRANSITI N. 21 ; isolato:347; accesso: accesso esterno; (z.d. 2)";VIA ;DEI TRANSITI;21;2284;2;salon service milano est;non alimentare;;118;118
"VIA FOGAZZARO ANTONIO N. 28 spaccio interno; isolato:097; accesso: accesso interno; (z.d. 4)";VIA ;FOGAZZARO ANTONIO;28;3187;4;;non alimentare;;118;118
"PLE MACIACHINI CARLO N. 10 ; isolato:071; accesso: accesso esterno; (z.d. 9)";PLE ;MACIACHINI CARLO;10;1361;9;;tabella speciale monopolio;;118;118
"VIA CARDUCCI GIOSUE' N. 17 ;via carducci giosue' 017; isolato:282; (z.d. 1)";VIA ;CARDUCCI GIOSUE';17;602;1;;alimentare;;118;118
"VIA SARPI FRA' PAOLO N. 8 ; isolato:068; accesso: accesso esterno; (z.d. 8)";VIA ;SARPI FRA' PAOLO;8;7210;8;;"alimentare;non alimentare";22;140;118
"VIA BREDA ERNESTO N. 54 ; isolato:068; accesso: accesso esterno; (z.d. 2)";VIA ;BREDA ERNESTO;54;2342;2;;"alimentare;non alimentare";;0;118
"VIA FARA GUSTAVO N. 25 ; isolato:298; accesso: accesso esterno; (z.d. 9)";VIA ;FARA GUSTAVO;25;1183;9;;"alimentare;non alimentare";2;120;118
"VLE GORIZIA N. 22 ; isolato:056; accesso: accesso esterno; (z.d. 6)";VLE ;GORIZIA;22;5156;6;;non alimentare;140;258;118
"VIA LOSANNA N. 11 ; isolato:018; (z.d. 8)";VIA ;LOSANNA;11;7190;8;;non alimentare;;118;118
"VIA SANGRO N. 10 ; isolato:051; (z.d. 3)";VIA ;SANGRO;10;2394;3;;non alimentare;;118;118
"PZA DUCA D'AOSTA int.staz.centrale unita' t7 num.000; ()";PZA ;DUCA D'AOSTA;;1200;2;;non alimentare;16;134;118
VIA OZANAM FEDERICO N. 4 (z.d. 3);VIA ;OZANAM FEDERICO;4;2143;3;;non alimentare;;118;118
"VIA CHIESE N. 60 interno bicocca village; (z.d. 9)";VIA ;CHIESE;60;1627;9;;non alimentare;23;0;118
"PZA DUCA D'AOSTA int.staz.centrale ffss num.000; ()";PZA ;DUCA D'AOSTA;;1200;2;;non alimentare;;118;118
"VIA QUARENGHI GIACOMO N. 40 ; isolato:333; accesso: accesso esterno; (z.d. 2)";VIA ;QUARENGHI GIACOMO;40;7478;8;;non alimentare;;118;118
VIA GESU' N. 5 (z.d. 1);VIA ;GESU';5;227;1;;Non Alimentare;84;202;118
VIA PAGANO MARIO N. 69A (z.d. 7);VIA ;PAGANO MARIO;69A;6186;7;;Non Alimentare;95;213;118
VIA GIOIA MELCHIORRE N. 114 (z.d. 2);VIA ;GIOIA MELCHIORRE;114;1108;2;;Non Alimentare;182;300;118
"VIA LANINO BERNARDINO N. 6 ; isolato:008; accesso: accesso esterno; (z.d. 6)";VIA ;LANINO BERNARDINO;6;6105;6;fre-mis;"alimentare;non alimentare";;337;119
"VIA SANTO SPIRITO N. 18 ;via santo spirito 018; isolato:259; accesso: accesso esterno; (z.d. 1)";VIA ;SANTO SPIRITO;18;228;1;cult srl. pellicceria;non alimentare;6;125;119
"VIA PADOVA N. 23 ; isolato:352; accesso: accesso interno; (z.d. 2)";VIA ;PADOVA;23;2275;2;;non alimentare;;119;119
"VIA JOMMELLI NICCOLO' N. 2 ; isolato:032; accesso: accesso esterno; (z.d. 3)";VIA ;JOMMELLI NICCOLO';2;2426;3;;non alimentare;;119;119
"VIA BENGASI N. 2 ; isolato:285; accesso: accesso esterno; (z.d. 1)";VIA ;BENGASI;2;2375;2;radar;non alimentare;;119;119
"VIA MONTE NAPOLEONE N. 18 ;via monte napoleone 018; isolato:259; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;18;219;1;;non alimentare;;119;119
"VIA SIMONE D'ORSENIGO N. 3 ; isolato:073; (z.d. 4)";VIA ;SIMONE D'ORSENIGO;3;3196;4;;non alimentare;;119;119
"VIA CORRENTI CESARE N. 16 ;via correnti cesare 016; isolato:281; (z.d. 1)";VIA ;CORRENTI CESARE;16;555;1;;non alimentare;;119;119
"VIA TRAIANO MARCO ULPIO N. 79 p.i.i. progetto portello; isolato:249; accesso: accesso esterno; (z.d. 9)";VIA ;TRAIANO MARCO ULPIO;79;7157;8;;non alimentare;24;143;119
"VIA BARTOLOMEO D'ALVIANO N. 1 ; isolato:123; accesso: accesso esterno; (z.d. 6)";VIA ;BARTOLOMEO D'ALVIANO;1;6612;6;;non alimentare;62;181;119
"VIA SOLFERINO N. 11 ; isolato:172; (z.d. 1)";VIA ;SOLFERINO;11;1028;1;;non alimentare;;250;119
"VIA FARINI CARLO N. 47 1/8 sup.d.g.r.8/5054 a2c5/2007; (z.d. 9)";VIA ;FARINI CARLO;47;1114;9;;non alimentare;;954;119
VIA IMBONATI CARLO N. 4 (z.d. 9);VIA ;IMBONATI CARLO;4;1311;9;;"alimentare;non alimentare";148;267;119
VIA COLLETTA PIETRO N. 31 (z.d. 4);VIA ;COLLETTA PIETRO;31;4078;4;;"Alimentare;Non Alimentare";;392;119
VIA SANGALLO N. 30 (z.d. 3);VIA ;SANGALLO;30;3208;3;;Non Alimentare;;119;119
PZA CANEVA CARLO N. 4 (z.d. 8);PZA ;CANEVA CARLO;4;7185;8;;Non Alimentare;7;126;119
VIA EMANUELE FILIBERTO N. 11 dati catastali: foglio 258 mappale 252 subalterno 702 (z.d. 8);VIA ;EMANUELE FILIBERTO;11;7168;8;;Non Alimentare;68;187;119
VIA BORGONUOVO N. 1 (z.d. 1);VIA ;BORGONUOVO;1;139;1;;Non Alimentare;56;165;119
"GLL STRASBURGO N. 2 ;cso europa 018; isolato:317; accesso: accesso esterno; (z.d. 1)";GLL ;STRASBURGO;2;297;1;margherita;non alimentare;150;270;120
"PZA PIO XI N. 1 ;via spadari 011; isolato:440; accesso: accesso esterno; (z.d. 1)";PZA ;PIO XI;1;572;1;telerie spadari milano;non alimentare;60;180;120
"VLE PREMUDA N. 20 ; isolato:014; accesso: accesso esterno; (z.d. 4)";VLE ;PREMUDA;20;3063;4;caffe  italia;tabella speciale monopolio;95;155;120
"VIA PARACELSO FILIPPO N. 1 ; isolato:029; accesso: accesso esterno; (z.d. 3)";VIA ;PARACELSO FILIPPO;1;2168;3;asia africa;"alimentare;non alimentare";;162;120
"PZA LUIGI DI SAVOIA N. 2 ; isolato:038; accesso: accesso esterno; (z.d. 2)";PZA ;LUIGI DI SAVOIA;2;2260;2;;"alimentare;non alimentare";60;180;120
"VIA ASTESANI ALESSANDRO N. 15 ; isolato:100; accesso: accesso esterno; (z.d. 9)";VIA ;ASTESANI ALESSANDRO;15;1558;9;panificio;alimentare;100;220;120
"PZA CASTELLO N. 2 ;pza castello 002; isolato:240; accesso: accesso esterno; (z.d. 1)";PZA ;CASTELLO;2;704;1;;"alimentare;non alimentare";20;500;120
"VIA PLINIO CAIO SECONDO N. 39 ; isolato:107; accesso: accesso esterno; (z.d. 3)";VIA ;PLINIO CAIO SECONDO;39;2144;3;;"alimentare;non alimentare";10;130;120
"VLE CERTOSA N. 20 ; isolato:331; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;20;7174;8;;non alimentare;40;160;120
"VLE STELVIO N. 43 ; isolato:204; accesso: accesso esterno; (z.d. 9)";VLE ;STELVIO;43;1227;9;russo gianfranco;non alimentare;20;140;120
"VIA VALVASSORI PERONI CARLO N. 83 ; isolato:084; accesso: accesso esterno; (z.d. 3)";VIA ;VALVASSORI PERONI CARLO;83;2580;3;;non alimentare;50;170;120
"VIA DELLE FORZE ARMATE N. 362 ; isolato:138; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;362;6643;7;arredamenti cucine;non alimentare;50;170;120
"VIA SAN PROTASO num.003/5; isolato:412; accesso: accesso esterno; (z.d. 1)";VIA ;SAN PROTASO;;109;1;douglas baratti;"alimentare;non alimentare";80;200;120
"VIA MONTE NAPOLEONE N. 18 ;via gesu' 001*; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;18;219;1;;Non Alimentare;30;150;120
"VIA FIAMMA GALVANO N. 24 ; isolato:019; accesso: accesso esterno; (z.d. 4)";VIA ;FIAMMA GALVANO;24;3079;4;cornali attilio srl.;non alimentare;;120;120
"VIA HUGO VICTOR N. 2 ;via orefici 005; accesso: accesso esterno; (z.d. 1)";VIA ;HUGO VICTOR;2;548;1;salmoiraghi  E  vigano;non alimentare;40;160;120
"CSO DI PORTA ROMANA N. 101 ; isolato:038; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA ROMANA;101;402;1;;non alimentare;;120;120
"VIA GRAZIOLI DON BARTOLOMEO N. 1 ; isolato:182; accesso: accesso esterno; (z.d. 9)";VIA ;GRAZIOLI DON BARTOLOMEO;1;1473;9;;non alimentare;18;138;120
"CSO VERCELLI num.023/25; isolato:235; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;;6193;7;;non alimentare;40;160;120
"VIA CASCINA BAROCCO N. 1 ; isolato:163; accesso: accesso esterno; (z.d. 7)";VIA ;CASCINA BAROCCO;1;6695;7;;tabella speciale monopolio;80;200;120
"VIA SAN GALDINO N. 11 ; isolato:031; accesso: accesso esterno; (z.d. 8)";VIA ;SAN GALDINO;11;7215;8;farmacia;tabella speciale farmacie;;142;120
"VIA NICCOLINI GIOVANNI BATTISTA N. 2 ; isolato:122; accesso: accesso esterno; (z.d. 1)";VIA ;NICCOLINI GIOVANNI BATTISTA;2;7129;1;sala del cane;non alimentare;60;180;120
"VIA DEI CINQUECENTO N. 22 ; isolato:123; accesso: accesso esterno; (z.d. 4)";VIA ;DEI CINQUECENTO;22;4283;4;;tabella speciale monopolio;130;250;120
"VIA BOCCACCIO GIOVANNI N. 4 ; isolato:235; accesso: accesso esterno; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;4;6158;1;;non alimentare;250;370;120
"VIA SAN GREGORIO N. 46 ; isolato:069; accesso: accesso esterno; (z.d. 2)";VIA ;SAN GREGORIO;46;2123;2;telerie ginetto;non alimentare;40;160;120
"VLE CERTOSA N. 300 ; isolato:141; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;300;7174;8;elia eliardo;non alimentare;865;985;120
"VIA VITTANI GIOVANNI N. 2 ; isolato:355; accesso: accesso esterno; (z.d. 8)";VIA ;VITTANI GIOVANNI;2;7350;8;;non alimentare;120;240;120
"VIA MASOLINO DA PANICALE N. 12 ; isolato:301; accesso: accesso esterno; (z.d. 8)";VIA ;MASOLINO DA PANICALE;12;7264;8;colorificio prealpi;non alimentare;78;198;120
"VLE CONI ZUGNA N. 62 ; isolato:038; accesso: accesso esterno; (z.d. 6)";VLE ;CONI ZUGNA;62;5110;6;;non alimentare;30;150;120
"VIA GALLARATE N. 269 ; isolato:177; accesso: accesso interno; (z.d. 8)";VIA ;GALLARATE;269;7420;8;fiorista;non alimentare;;120;120
"VIA ORIANI BARNABA N. 48 ; isolato:189; accesso: accesso esterno; (z.d. 8)";VIA ;ORIANI BARNABA;48;7406;8;;tabella speciale monopolio;30;150;120
"VIA PECCHIO GIUSEPPE N. 7 ; isolato:024; accesso: accesso esterno; (z.d. 3)";VIA ;PECCHIO GIUSEPPE;7;2240;3;;non alimentare;;120;120
"VIA HUGO VICTOR N. 3 ;via hugo victor 003; isolato:438; accesso: accesso esterno; (z.d. 1)";VIA ;HUGO VICTOR;3;548;1;;non alimentare;40;160;120
"VIA DELLE FORZE ARMATE N. 316 ; isolato:158; accesso: accesso interno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;316;6643;7;;non alimentare;;120;120
"VIA PAGANO MARIO N. 67 ; isolato:200; accesso: accesso esterno; (z.d. 7)";VIA ;PAGANO MARIO;67;6186;7;;non alimentare;;120;120
"VIA SIBARI N. 11 ; isolato:162; accesso: accesso esterno; (z.d. 5)";VIA ;SIBARI;11;4273;5;;non alimentare;;120;120
"VIA D'ADDA CARLO num.001/a; isolato:060; accesso: accesso esterno; (z.d. 6)";VIA ;D'ADDA CARLO;;5272;6;;non alimentare;130;250;120
"VIA REMBRANDT N. 9 ; isolato:004; accesso: accesso esterno; (z.d. 7)";VIA ;REMBRANDT;9;6618;7;;"alimentare;tabella speciale monopolio";32;152;120
"PZA BELLOVESO N. 2 ; isolato:093; accesso: accesso esterno; (z.d. 9)";PZA ;BELLOVESO;2;1593;9;mobili mos molteni arreda;non alimentare;50;170;120
"PZA FIRENZE N. 12 ; isolato:337; accesso: accesso esterno; (z.d. 8)";PZA ;FIRENZE;12;7173;8;;non alimentare;40;160;120
"VIA DEI GUARNERI N. 24 ; isolato:182; accesso: accesso esterno; (z.d. 5)";VIA ;DEI GUARNERI;24;4300;5;farmacia;tabella speciale farmacie;40;100;120
"VLE UNGHERIA N. 4 ; isolato:108; accesso: accesso esterno; (z.d. 4)";VLE ;UNGHERIA;4;3357;4;farmacia;tabella speciale farmacie;;84;120
"VIA MONTE NAPOLEONE N. 19 ;via monte napoleone 019; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;19;219;1;aeffe retail spa.;non alimentare;;120;120
"VIA DELLA MOSCOVA N. 47 ; isolato:081; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA MOSCOVA;47;1016;1;;non alimentare;600;720;120
"VIA BRUNELLESCHI FILIPPO N. 2 ; isolato:158; accesso: accesso esterno; (z.d. 6)";VIA ;BRUNELLESCHI FILIPPO;2;5384;6;;non alimentare;7;127;120
"PZA DE ANGELI ERNESTO N. 7 ; isolato:218; accesso: accesso esterno; (z.d. 7)";PZA ;DE ANGELI ERNESTO;7;6276;7;excelsa;alimentare;12;132;120
"VIA AGNESI MARIA GAETANA N. 5 ; isolato:112; accesso: accesso interno; (z.d. 4)";VIA ;AGNESI MARIA GAETANA;5;4060;5;;non alimentare;;120;120
"VIA VALASSINA N. 16 ; isolato:073; accesso: accesso esterno; (z.d. 9)";VIA ;VALASSINA;16;1314;9;;non alimentare;210;330;120
"VIA FLAVIA N. 3 ; isolato:087; accesso: accesso interno; (z.d. 9)";VIA ;FLAVIA;3;1560;9;;non alimentare;;120;120
"VIA MADONNINA N. 19 ;via madonnina 019; isolato:306; accesso: accesso esterno; (z.d. 1)";VIA ;MADONNINA;19;134;1;;non alimentare;113;233;120
"VIA SOLARI ANDREA N. 11 ; isolato:026; accesso: accesso interno; (z.d. 6)";VIA ;SOLARI ANDREA;11;5111;6;;non alimentare;32;152;120
"VIA COPERNICO NICOLO' N. 22 ; isolato:201; accesso: accesso interno; (z.d. 2)";VIA ;COPERNICO NICOLO';22;1204;2;;non alimentare;230;350;120
"VIA ERITREA N. 17 ; isolato:117; accesso: accesso esterno; (z.d. 8)";VIA ;ERITREA;17;7454;8;;non alimentare;20;140;120
"PZA F.LLI BANDIERA N. 13 ; isolato:157; accesso: accesso esterno; (z.d. 3)";PZA ;F.LLI BANDIERA;13;3182;3;;non alimentare;6;126;120
"VIA BELGIRATE N. 13 ; isolato:128; accesso: accesso esterno; (z.d. 2)";VIA ;BELGIRATE;13;1406;2;;non alimentare;;0;120
"VIA QUARENGHI GIACOMO N. 23 interno c.commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;united color of benetton;non alimentare;;120;120
