Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;fuori_piano;insegna;settore_storico_pe;superficie_somministrazione
VIA CERNAIA N. 8 angolo via montebello 18 c/o banca intesa s. paolo (z.d. 1);VIA ;CERNAIA;8;1041;1;;;;art.3 comma 6 lett.g;banca intesa s. paolo;Mensa;
"VIA WATT GIACOMO N. 37 circolo affiliato arci; (z.d. 6)";VIA ;WATT GIACOMO;37;5292;6;;;;art.3 comma 6 lett.e;;BAR CAFFÈ;900
PZA LEGA LOMBARDA N. 1 (z.d. 1);PZA ;LEGA LOMBARDA;1;7084;1;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;45
"VIA RACCONIGI num.000 c/o cantiere torno ansaldo met; ()";VIA ;RACCONIGI;;1091;9;;;;art.3 comma 6 lett.g;metrop. m5 torno-ansaldi;Mensa;
"VIA OJETTI UGO N. 66 c/o assistenza malati terminal; (z.d. 8)";VIA ;OJETTI UGO;66;7516;8;;;;art.3 comma 6 lett.e;vidas;Mensa;
"VIA ACHILLE N. 4 c/o bnl; isolato:132; (z.d. 7)";VIA ;ACHILLE;4;6419;7;;;;art.3 comma 6 lett.e;bnl;Mensa;
"VIA PORTALUPPI PIERO N. 17 c/o ballestra spa; isolato:081; (z.d. 4)";VIA ;PORTALUPPI PIERO;17;3332;4;;;;art.3 comma 6 lett.e;ballestra azienda;Mensa;
"VIA FREGUGLIA CARLO N. 1 c/o palazzo di giustizia; isolato:110; (z.d. 1)";VIA ;FREGUGLIA CARLO;1;3014;1;;;;art.3 comma 6 lett.g;tribunale;BAR CAFFÈ;92
"VIA CORRIDONI FILIPPO N. 1 c/o provincia di milano; isolato:195; (z.d. 1)";VIA ;CORRIDONI FILIPPO;1;3020;1;;;;art.3 comma 6 lett.e;provincia di milano;BAR CAFFÈ;
"PZA DELL'ATENEO NUOVO N. 1 c/o univ.degli studi di milano; (z.d. 9)";PZA ;DELL'ATENEO NUOVO;1;1740;9;;;;art.3 comma 6 lett.g;univ. studi di mil.;BAR CAFFÈ;
"VIA TORTONA N. 27 c/o superstudio pi?; (z.d. 6)";VIA ;TORTONA;27;5124;6;;;;art.3 comma 6 lett.e;;"Mensa;BAR CAFFÈ;Ristorante, trattoria, osteria";
VIA MONTEGANI LODOVICO N. 68 (z.d. 5);VIA ;MONTEGANI LODOVICO;68;5330;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA FILODRAMMATICI N. 2 interno teatro alla scala; (z.d. 1)";VIA ;FILODRAMMATICI;2;113;1;;;;art.3 comma 6 lett.d;;"BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili";320
"VIA PARENZO num.002/a circolo affiliato m.s.p. itali; (z.d. 6)";VIA ;PARENZO;;5367;6;;;;art.3 comma 6 lett.e;;"BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.";
"PZA SANT' AMBROGIO N. 5 c/o caserma garibaldi;pza sant' ambrogio 005; isolato:339; (z.d. 1)";PZA ;SANT' AMBROGIO;5;643;1;;;;art.3 comma 6 lett.g;questura garibaldi;BAR CAFFÈ;
"VLE CERTOSA N. 2 c/o binda; isolato:336; (z.d. 8)";VLE ;CERTOSA;2;7174;8;;;;art.3 comma 6 lett.e;binda spa;"BAR CAFFÈ;Mensa";
"VIA BRIOSI GIOVANNI N. 12 c/o micronido; isolato:194; (z.d. 3)";VIA ;BRIOSI GIOVANNI;12;3209;3;;;;art.3 comma 6 lett.g;mocronido;Mensa;
"VIA CARROCCIO N. 9 c/o istituto leopardi; isolato:459; (z.d. 1)";VIA ;CARROCCIO;9;5094;1;;;;art.3 comma 6 lett.g;istituto leopardi;Mensa;42
"VIA GAREGNANO N. 38 circolo affiliato u.i.s.p.; (z.d. 8)";VIA ;GAREGNANO;38;7413;8;;;;art.3 comma 6 lett.e;;"Genere Merceol.Autorizz.Sanit.;Ristorante";140
"VIA QUADRIO MAURIZIO num.014/16 c/o rsa san giorgio; (z.d. 9)";;;;;;;;;art.3 comma 6 lett.e;azienda sanitaria anziani;Mensa;
VIA CORRENTI CESARE N. 10 (z.d. 1);VIA ;CORRENTI CESARE;10;555;1;;;;fuori limite numeric;;Bar gastronomici e simili;51
"VIA BROLETTO N. 46 c/o gruppo banca leonardo spa;via broletto 046; isolato:367; (z.d. 1)";VIA ;BROLETTO;46;720;1;;;;art.3 comma 6 lett.e;azienda;Mensa;
"VIA DAIMLER GOTTLIEB WILHELM N. 1 c/o mercedes-benz center ang.; (z.d. 8)";VIA ;DAIMLER GOTTLIEB WILHELM;1;7587;8;;;;art.3 comma 6 lett.g;azienda;BAR CAFFÈ;
VIA CASTELFIDARDO N. 6 (z.d. 1);VIA ;CASTELFIDARDO;6;1043;1;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA DEI MISSAGLIA N. 89 missaglia; (z.d. 5)";VIA ;DEI MISSAGLIA;89;5340;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA FABRIZI NICOLA num.002/4 circolo affiliato endas; (z.d. 8)";VIA ;FABRIZI NICOLA;;7460;8;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;37
"VIA GOZZOLI BENOZZO N. 140 int.impianto di distrib. carb.; (z.d. 7)";VIA ;GOZZOLI BENOZZO;140;6789;7;;;;fuori limite numeric;;"Giochi Legge 388/2000;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI";83
"VIA VENEZIA GIULIA N. 5A c/o uffici elior ristorazione s.p.a.; (z.d. 8)";VIA ;VENEZIA GIULIA;5A;7500;8;;;;art.3 comma 6 lett.f;;Bar gastronomici e simili;125
"VIA GRASSI GIOVANNI BATTISTA N. 74 c/o universita' degli studi di; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;74;7465;8;;;;art.3 comma 6 lett.e;;BAR CAFFÈ;
"VIA CAMPORGNAGO N. 40 c/o casa di reclusione milano; isolato:219; (z.d. 5)";VIA ;CAMPORGNAGO;40;4358;5;;;;art.3 comma 6 lett.e;casa di reclusione;Mensa;
"VIA OSLAVIA num.017/3 ; (z.d. 3)";;;;;;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;61
"VIA MECENATE N. 76 c/o rai spa; isolato:073; (z.d. 4)";VIA ;MECENATE;76;3323;4;;;;art.3 comma 6 lett.g;rai;BAR CAFFÈ;
"VIA OLGETTINA N. 63 c/o r.s.a. ambrosiana; (z.d. 3)";VIA ;OLGETTINA;63;2530;3;;;;art.3 comma 6 lett.g;rsa per anziani;Mensa;150
"VIA AMORETTI CARLO num.078 c/o henkel spa; (z.d. 8)";;;;;;;;;art.3 comma 6 lett.e;azienda henkel;Mensa;498
"VIA CALABRIA DON GIOVANNI N. 36 circolo affiliato a mcl; (z.d. 3)";VIA ;CALABRIA DON GIOVANNI;36;2524;3;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;300
"VIA SAINT BON SIMONE N. 7 c/o centro ospedaliero di mila; isolato:187; (z.d. 7)";VIA ;SAINT BON SIMONE;7;6670;7;;;;art.3 comma 6 lett.g;centro ospedaliero milita;BAR CAFFÈ;
"VIA FORCELLA VINCENZO N. 13 c/o superstudio group; (z.d. 6)";VIA ;FORCELLA VINCENZO;13;5127;6;;;;art.3 comma 6 lett.e;;"Ristorante, trattoria, osteria;Mensa";
"VIA STAMIRA D'ANCONA num.020 c/o ospedale san raffaele vill; (z.d. 2)";;;;;;;;;art.3 comma 6 lett.g;san raffaele ville turro;Mensa;
"CSO ITALIA N. 49 c/o banca profilo;cso italia 049; isolato:048; (z.d. 1)";CSO ;ITALIA;49;526;1;;;;art.3 comma 6 lett.e;banca profilo spa;"BAR CAFFÈ;Mensa";
"CSO DI PORTA VITTORIA N. 4 c/o a 2 a spa; isolato:268; (z.d. 1)";CSO ;DI PORTA VITTORIA;4;3016;1;;;;art.3 comma 6 lett.e;a2a spa;"Mensa;Ristorante, trattoria, osteria";
"VIA ISOCRATE N. 19 c/o ospedale gaetano pini; isolato:143; (z.d. 2)";VIA ;ISOCRATE;19;2353;2;;;;art.3 comma 6 lett.g;ospedale gaetano pini;Mensa;
VIA SBODIO GAETANO N. 24 (z.d. 3);VIA ;SBODIO GAETANO;24;2670;3;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA BRAMBILLA FRANCESCO num.008/10 ; ()";VIA ;BRAMBILLA FRANCESCO;;2502;2;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA MARCO AURELIO num.028 c/o telecom italia; isolato:334; (z.d. 2)";VIA ;MARCO AURELIO;;2298;2;;;;art.3 comma 6 lett.e;telecom;BAR CAFFÈ;
"VIA COLICO N. 21 c/o mediapason s.p.a.; (z.d. 9)";VIA ;COLICO;21;1240;9;;;;art.3 comma 6 lett.e;;"Tav.calde,self service,fast f.;Mensa";
"codvia 9123 mm1 gambar; (z.d. 7)";;;;;;;;;art.3 comma 6 lett.c;;Genere Merceol.Autorizz.Sanit.;100
"VIA ARZAGA N. 1 c/o residenza sanitario assist; (z.d. 6)";VIA ;ARZAGA;1;6674;6;;;;art.3 comma 6 lett.e;residenza arzaga;"BAR CAFFÈ;Mensa";
VIA REINA FRANCESCO N. 14 (z.d. 4);VIA ;REINA FRANCESCO;14;3255;4;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA QUARANTA BERNARDO N. 41 (z.d. 5);VIA ;QUARANTA BERNARDO;41;4271;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA SAN FAUSTINO N. 21 c/o residenza anni azzurri; (z.d. 3)";VIA ;SAN FAUSTINO;21;2681;3;;;;art.3 comma 6 lett.e;residenza anni azzurri sp;Mensa;210
"VIA BUSSETO N. 2 circolo affiliato e.n.t.e.s.; (z.d. 4)";VIA ;BUSSETO;2;4372;4;;;;club privato;;Genere Merceol.Autorizz.Sanit.;200
VIA BENACO N. 1 (z.d. 4);VIA ;BENACO;1;4143;4;;;;club privato;;BAR CAFFÈ;
"VLE BRENTA num.027/29 c/o citibank milano; (z.d. 4)";VLE ;BRENTA;;4151;4;;;;art.3 comma 6 lett.e;city bank;BAR CAFFÈ;158
"FOR BUONAPARTE N. 16 c/o citibank milano;for buonaparte 016; isolato:293; (z.d. 1)";FOR ;BUONAPARTE;16;711;1;;;;art.3 comma 6 lett.e;c/o citybank milano;Mensa;210
"VIA SAN FAUSTINO N. 27 c/o residenza sanitario assist; (z.d. 3)";VIA ;SAN FAUSTINO;27;2681;3;;;;art.3 comma 6 lett.g;r.s.a.;BAR CAFFÈ;
"VIA FACCIO FRANCO N. 15 c/o casa famiglia di milano af; isolato:088; (z.d. 9)";VIA ;FACCIO FRANCO;15;1562;9;;;;art.3 comma 6 lett.e;casa famiglia milano affo;Mensa;130
"VIA ARENA N. 13 c/o istituto giacomo leopardi; isolato:216; (z.d. 1)";VIA ;ARENA;13;5182;1;;;;art.3 comma 6 lett.g;istituto giacomo leopardi;Mensa;81
"VLE MONZA N. 285 c/o impianto distr. carburanti; (z.d. 2)";VLE ;MONZA;285;2274;2;;;;fuori limite numeric;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";25
"VIA BARONI COSTANTINO num.057/b c/o r.s.a.; (z.d. 5)";VIA ;BARONI COSTANTINO;;5422;5;;;;art.3 comma 6 lett.e;;Mensa;
"VIA SANT' ABBONDIO N. 12 c/o stabilimento balneare; (z.d. 5)";VIA ;SANT' ABBONDIO;12;5315;5;;;;;;;50
VIA CILEA FRANCESCO N. 106 (z.d. 8);VIA ;CILEA FRANCESCO;106;7526;8;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA AMPERE ANDREA MARIA N. 3 (z.d. 3);VIA ;AMPERE ANDREA MARIA;3;2428;3;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA MAGREGLIO N. 3 c/o scuola dell'infanzia; isolato:215; (z.d. 8)";VIA ;MAGREGLIO;3;7486;8;;;;art.3 comma 6 lett.g;scuola d infanzia;Mensa;
"VLE D'ANNUNZIO GABRIELE N. 17 c/o scuola dell'infanzia; isolato:054; (z.d. 1)";VLE ;D'ANNUNZIO GABRIELE;17;5170;1;;;;art.3 comma 6 lett.g;scuola d infanzia;Mensa;
LGO DOMODOSSOLA N. 1 (z.d. 8);LGO ;DOMODOSSOLA;1;6140;8;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;198
"PZA DEI VOLONTARI N. 3 c/o residenza sanitaria per an; isolato:128; (z.d. 1)";PZA ;DEI VOLONTARI;3;7143;1;;;;art.3 comma 6 lett.g;residenza per anziani;Mensa;
"VLE GORIZIA N. 5 c/o scuola gaffurio; isolato:055; (z.d. 6)";VLE ;GORIZIA;5;5156;6;;;;art.3 comma 6 lett.e;scuola;Mensa;
VLE SABOTINO N. 16 (z.d. 5);VLE ;SABOTINO;16;4046;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA SCARLATTI DOMENICO N. 20 (z.d. 3);VIA ;SCARLATTI DOMENICO;20;2136;3;;;;;;;50
"VIA COLLEONI BARTOLOMEO N. 8 c/o scuola; isolato:347; (z.d. 8)";VIA ;COLLEONI BARTOLOMEO;8;7229;8;;;;art.3 comma 6 lett.e;scuola;Mensa;
VIA SERIO N. 15 c/o i.e.o. srl (z.d. 5);VIA ;SERIO;15;4130;5;;;;art.3 comma 6 lett.e;;"Bar gastronomici e simili;BAR CAFFÈ";300
"VIA PARENZO N. 9 c/o residenza santa marta; (z.d. 6)";VIA ;PARENZO;9;5367;6;;;;art.3 comma 6 lett.g;residenza per anziani;Mensa;
"VIA DERUTA N. 19 c/o banca nazionale del lavoro; isolato:053; (z.d. 3)";VIA ;DERUTA;19;2539;3;;;;art.3 comma 6 lett.e;banca nazionale del lavor;"BAR CAFFÈ E SIMILI;Mensa;Tav.calde,self service,fast f.;BAR CAFFÈ";
"VIA ROMBON N. 11 c/o mensa interaziendale; isolato:094; (z.d. 3)";VIA ;ROMBON;11;2659;3;;;;art.3 comma 6 lett.e;azienda;Mensa;
"VIA F.LLI BRESSAN N. 43 dipendenti delle ferrovie dell; isolato:096; (z.d. 2)";VIA ;F.LLI BRESSAN;43;2349;2;;;;art.3 comma 6 lett.e;officina riparazione ffss;Mensa;954
"VIA AIRAGHI GAETANO num.030 ; ()";;;;;;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"codvia 4384 num.007  c/o sky italia; (z.d. 4)";;;;;;;;;art.3 comma 6 lett.e;sky italia spa;"Tav.calde,self service,fast f.;BAR CAFFÈ";
"VIA VARAZZE N. 7 c/o rsa mater sapientiae; (z.d. 7)";VIA ;VARAZZE;7;6503;7;;;;art.3 comma 6 lett.e;rsa sapientae;Mensa;
VIA POZZOBONELLI GIUSEPPE N. 4 (z.d. 9);VIA ;POZZOBONELLI GIUSEPPE;4;1725;9;;;;art.3 comma 6 lett.d;;;59
"VIA VAL CISMON N. 9 c/o bilingual european school; isolato:132; (z.d. 9)";VIA ;VAL CISMON;9;1666;9;;;;art.3 comma 6 lett.e;bilingual european school;Mensa;77
"VIA CORRADO II IL SALICO N. 50 c/o rsa mater gratiae; (z.d. 5)";VIA ;CORRADO II IL SALICO;50;4225;5;;;;art.3 comma 6 lett.e;rsa mater gratiae;Mensa;
VIA FARINI CARLO N. 53 (z.d. 9);VIA ;FARINI CARLO;53;1114;9;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA BERGAMO N. 3 (z.d. 4);VIA ;BERGAMO;3;3189;4;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;12
"LGO GRASSI PAOLO N. 2 (interno teatro strehler); (z.d. 1)";LGO ;GRASSI PAOLO;2;7073;1;;;;art.3 comma 6 lett.d;;BAR CAFFÈ;42
"VIA ISEO N. 10 c/o stabilimento balneare; (z.d. 9)";VIA ;ISEO;10;1571;9;;;;;;;
CSO INDIPENDENZA N. 20 (z.d. 4);CSO ;INDIPENDENZA;20;3118;4;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA PETRARCA FRANCESCO N. 20 c/o provincia di milano; isolato:072; (z.d. 1)";VIA ;PETRARCA FRANCESCO;20;6182;1;;;;art.3 comma 6 lett.g;prov. milano;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";93
"VIA BAZZI CARLO N. 68 c/o centro diurno per disabili; (z.d. 5)";VIA ;BAZZI CARLO;68;4222;5;;;;art.3 comma 6 lett.g;centro diurno per disabil;Mensa;43
VLE PREMUDA N. 42 (z.d. 4);VLE ;PREMUDA;42;3063;4;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VLE MONZA N. 24 interno sala giochi; (z.d. 2)";VLE ;MONZA;24;2274;2;;;;art.3 comma 6 lett.d;;BAR CAFFÈ;22
"codvia 4384 num.007  c/o sky italia; (z.d. 4)";;;;;;;;;art.3 comma 6 lett.e;;"Tav.calde,self service,fast f.;BAR CAFFÈ";40
"VIA ERACLITO N. 17 circolo affiliato a enal; (z.d. 2)";VIA ;ERACLITO;17;2403;2;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;180
"VIA VEPRA N. 2 c/o residenza santa lucia; (z.d. 7)";VIA ;VEPRA;2;6114;7;;;;art.3 comma 6 lett.g;c/o r.s.a. santa lucia;BAR CAFFÈ;
"VIA LINNEO CARLO N. 5 c/o l.c. beccaria; (z.d. 8)";VIA ;LINNEO CARLO;5;6141;8;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;21
"VIA DELLA COMMENDA N. 26 c/o l.c. berchet; (z.d. 1)";VIA ;DELLA COMMENDA;26;3146;1;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;15
"VLE CORSICA num.078/82 c/o istituto delle suore di ma; (z.d. 4)";VLE ;CORSICA;;3262;4;;;;art.3 comma 6 lett.g;ist. maria consolatrice;Mensa;49
"VIA DI RUDINI' ANTONIO N. 8 c/o ospedale san paolo; isolato:102; (z.d. 6)";VIA ;DI RUDINI' ANTONIO;8;5429;6;;;;art.3 comma 6 lett.f;ospedale s. paolo;Mensa;540
"PZA CASTELLO num.000 pl cannone-castello sforzesco; ()";PZA ;CASTELLO;;704;1;;;;;;;
"VIA MONTE ROSA N. 91 c/o mensa aziendale; (z.d. 8)";VIA ;MONTE ROSA;91;6388;7;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Mensa";154
"VIA NOVARA N. 286 int. distributore carburanti; (z.d. 7)";VIA ;NOVARA;286;6624;7;;;;fuori limite numeric;;Bar gastronomici e simili;93
"VIA GIOIA MELCHIORRE N. 51 c/o istituto delle suore di ma; isolato:239; (z.d. 2)";VIA ;GIOIA MELCHIORRE;51;1108;2;;;;art.3 comma 6 lett.g;c/o ist. suore di m. con.;Mensa;559
"VIA CALATAFIMI N. 3 c/o struttura polifunzionale; (z.d. 1)";VIA ;CALATAFIMI;3;5190;1;;;;art.3 comma 6 lett.e;struttura polifunzionale;Mensa;177
"VIA QUARENGHI GIACOMO num.022/26 c/o r.s.a. quarenghi; (z.d. 8)";VIA ;QUARENGHI GIACOMO;;7478;8;;;;art.3 comma 6 lett.g;c/o r.s.a. quarenghi;Mensa;142
"VIA CAPRI N. 21 c/o r.s.a. il parco delle cave; (z.d. 7)";VIA ;CAPRI;21;6761;7;;;;art.3 comma 6 lett.e;r.s.a. il parco delle cav;Mensa;1061
"codvia 9401 ff central; piano interrato s11 (z.d. 2)";;;;;;;;;art.3 comma 6 lett.c;;BAR CAFFÈ E SIMILI;14
"VIA ISERNIA N. 5 int. mercato comunale coperto; (z.d. 8)";VIA ;ISERNIA;5;6461;8;;;;fuori limite numeric;;BAR CAFFÈ E SIMILI;43
"VIA MEDICI DEL VASCELLO GIACOMO N. 26 c/o xerox spa - pal. 3/a; isolato:036; (z.d. 4)";VIA ;MEDICI DEL VASCELLO GIACOMO;26;3377;4;;;;art.3 comma 6 lett.e;c/o xerox spa;Mensa;50
"codvia 9220 mm2 abbiat; (z.d. 5)";;;;;;;;;art.3 comma 6 lett.c;;"BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ";90
"VIA PUSIANO N. 22 c/o centro assistenza minori; isolato:030; (z.d. 3)";VIA ;PUSIANO;22;2397;3;;;;art.3 comma 6 lett.g;centro assistenza minori;Mensa;552
"VIA VEPRA N. 2 c/o r.s.a santa lucia; (z.d. 7)";VIA ;VEPRA;2;6114;7;;;;art.3 comma 6 lett.g;c/o r.s.a. santa lucia;Mensa;62
"PLE PERRUCCHETTI GIUSEPPE N. 1 c/o caserma s.barnaba 1øregg.; isolato:104; (z.d. 7)";PLE ;PERRUCCHETTI GIUSEPPE;1;6632;7;;;;art.3 comma 6 lett.g;c/o caserma s. barnaba;BAR CAFFÈ;65
"VIA PAREA CARLO N. 13 int. mercato comunale coperto; (z.d. 4)";VIA ;PAREA CARLO;13;3344;4;;;;fuori limite numeric;;"BAR CAFFÈ E SIMILI;Tavola fredda;BAR CAFFÈ";30
VIA SATTA SEBASTIANO N. 20 (z.d. 8);VIA ;SATTA SEBASTIANO;20;7352;8;;;;fuori piano;;Gioco video;
"VIA CIVITALI MATTEO N. 1 c/o recordati spa; (z.d. 7)";VIA ;CIVITALI MATTEO;1;6569;7;;;;art.3 comma 6 lett.g;;Mensa;230
"VLE VIGLIANI PAOLO ONORATO N. 51 c/o suore domenicane miss. del; isolato:169; (z.d. 8)";VLE ;VIGLIANI PAOLO ONORATO;51;6422;8;;;;art.3 comma 6 lett.g;c/o suore domenicane;Mensa;133
"VIA PUSIANO N. 52 c/o a.f.p.g.; (z.d. 3)";VIA ;PUSIANO;52;2397;3;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;129
"VIA CRESPI BENIGNO N. 19 c/o zurich italia; (z.d. 9)";VIA ;CRESPI BENIGNO;19;1313;9;;;;art.3 comma 6 lett.e;c/o zurich italia;"Tavola fredda;Mensa;Tavola calda;BAR CAFFÈ";197
VIA PEDRONI LISIADE N. 8 (z.d. 9);VIA ;PEDRONI LISIADE;8;1474;9;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"CSO DI PORTA ROMANA N. 110 c/o i.p.s.s.c.t. l.v. bertarel; isolato:118; (z.d. 1)";CSO ;DI PORTA ROMANA;110;402;1;;;;art.3 comma 6 lett.g;c/o i.p.s.s.c.t.;"Bar gastronomici e simili;BAR CAFFÈ";32
VIA BISLERI FELICE N. 16 (z.d. 7);VIA ;BISLERI FELICE;16;6501;7;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;89
VIA MAGOLFA N. 5 (z.d. 6);VIA ;MAGOLFA;5;5159;6;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;37
VIA RIPAMONTI GIUSEPPE N. 129 (z.d. 5);VIA ;RIPAMONTI GIUSEPPE;129;4066;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"PZA NOVELLI ERMETE N. 1 c/o sala convegno sottufficial; isolato:153; (z.d. 3)";PZA ;NOVELLI ERMETE;1;3110;3;;;;art.3 comma 6 lett.g;comando aeronautica;BAR CAFFÈ;30
"VLE DELL' AVIAZIONE num.001/b c/o istituto medico legale a.; isolato:051; (z.d. 4)";;;;;;;;;art.3 comma 6 lett.g;ist. medico legale mosso;BAR CAFFÈ;8
"VLE DELL' AVIAZIONE N. 1 c/o sala convegno unica comand; isolato:051; (z.d. 4)";VLE ;DELL' AVIAZIONE;1;3319;4;;;;art.3 comma 6 lett.g;sala conv. comand o aerop;BAR CAFFÈ;25
"VIA LOPE DE VEGA FELICE N. 35 c/o il lope; ()";VIA ;LOPE DE VEGA FELICE;35;5408;6;;;;art.3 comma 6 lett.d;;;110
"VIA INGANNI ANGELO N. 12 c/o istruzionne secondaria sec; isolato:092; (z.d. 6)";VIA ;INGANNI ANGELO;12;6672;6;;;;art.3 comma 6 lett.g;scuola;BAR CAFFÈ;30
"VIA CASCINA BELCASULE N. 7 c/o heinz s.p.a.; isolato:162; (z.d. 5)";VIA ;CASCINA BELCASULE;7;4238;5;;;;art.3 comma 6 lett.g;c/o heinz spa;Mensa;309
"VIA PUSIANO N. 52 c/o a.f.p.g.; isolato:030; (z.d. 3)";VIA ;PUSIANO;52;2397;3;;;;art.3 comma 6 lett.g;c/o a.f.p.g.;Mensa;357
"VIA IMBONATI CARLO N. 59 c/o luigi zaini s.p.a.; isolato:059; (z.d. 9)";VIA ;IMBONATI CARLO;59;1311;9;;;;art.3 comma 6 lett.g;c/o luigi zaini spa;Mensa;100
"VIA LAMBRUSCHINI RAFFAELE N. 4 c/o polo universitario politec; isolato:001; (z.d. 9)";VIA ;LAMBRUSCHINI RAFFAELE;4;7271;9;;;;art.3 comma 6 lett.g;c/o politecnico;BAR CAFFÈ;30
"VIA ANTONINI GIACOMO N. 35 c/o distributore carburanti; isolato:095; accesso: accesso esterno; (z.d. 5)";VIA ;ANTONINI GIACOMO;35;4250;5;solo somministrazione;somministrazione;al banco;fuori limite numeric;;BAR CAFFÈ E SIMILI;47
"VIA GRASSI GIOVANNI BATTISTA N. 74 c/o ospedale sacco; (z.d. 8)";VIA ;GRASSI GIOVANNI BATTISTA;74;7465;8;;;;art.3 comma 6 lett.g;;Mensa;496
"VIA SAN FAUSTINO N. 27 c/o r.s.a. polo geriatrico ria; (z.d. 3)";VIA ;SAN FAUSTINO;27;2681;3;;;;art.3 comma 6 lett.g;;Mensa;635
"VIA DEI CALCHI TAEGGI N. 20 c/o istit. penitenziario minor; (z.d. 6)";VIA ;DEI CALCHI TAEGGI;20;6706;6;;;;art.3 comma 6 lett.g;;Mensa;418
"VIA MONETA ERNESTO TEODORO N. 46 c/o luceplan s.p.a.; (z.d. 9)";VIA ;MONETA ERNESTO TEODORO;46;1472;9;;;;art.3 comma 6 lett.g;;Mensa;160
VIA PANIZZA BARTOLOMEO N. 8 (z.d. 7);VIA ;PANIZZA BARTOLOMEO;8;6208;7;;;;fuori piano;;;57
VLE SERRA RENATO N. 57 (z.d. 8);VLE ;SERRA RENATO;57;6426;8;;;;fuori piano;;;
"PZA FILANGIERI GAETANO N. 2 c/o casa circondariale di mila; (z.d. 1)";PZA ;FILANGIERI GAETANO;2;6224;1;;;;art.3 comma 6 lett.g;;Mensa;301
VLE MONZA N. 82 interno sala giochi c.e. c-sg/20385 (z.d. 2);VLE ;MONZA;82;2274;2;;;;art.3 comma 6 lett.d;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";8
"VLE MONZA N. 111 circolo affiliato a a.c.s.i.; (z.d. 2)";VLE ;MONZA;111;2274;2;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;
"VIA DELLE FORZE ARMATE N. 34 ; isolato:197; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE FORZE ARMATE;34;6643;7;solo somministrazione;somministrazione;al banco;fuori limite numeric;;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI";54
"VIA MELLONI MACEDONIO N. 52 c/o ospedale macedonio melloni; (z.d. 4)";VIA ;MELLONI MACEDONIO;52;3085;4;;;;art.3 comma 6 lett.g;;Mensa;47
