Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA ROMBON N. 34 int. mercato comunale coperto; isolato:098; accesso: accesso esterno; (z.d. 3)";VIA ;ROMBON;34;2659;3;in s mercato;alimentare;215;765;550
"VIA DEGLI OMENONI N. 2 ;via degli omenoni 002; isolato:383; accesso: accesso esterno; (z.d. 1)";VIA ;DEGLI OMENONI;2;233;1;white star adventure;non alimentare;;597;558
"VIA TRAIANO MARCO ULPIO N. 79 pii portello comp u2-lotto 2a; isolato:249; accesso: accesso esterno; (z.d. 9)";VIA ;TRAIANO MARCO ULPIO;79;7157;8;;non alimentare;;743;559
"VLE MONZA N. 16 ; isolato:352; accesso: accesso interno; (z.d. 2)";VLE ;MONZA;16;2274;2;;non alimentare;40;600;560
"VIA QUARENGHI GIACOMO N. 23 centro commerciale bonola; isolato:300; accesso: accesso interno; (z.d. 8)";VIA ;QUARENGHI GIACOMO;23;7478;8;ipercoop;"alimentare;non alimentare";;560;560
"VIA DEGLI OMENONI N. 2 ;via degli omenoni 002; isolato:383; accesso: accesso esterno; (z.d. 1)";VIA ;DEGLI OMENONI;2;233;1;;non alimentare;117;680;563
"LGO DOMODOSSOLA m1e num.001/a; (z.d. 8)";LGO ;DOMODOSSOLA;;6140;8;;non alimentare;;1030;563
"VIA PALAZZI LAZZARO N. 2 angolo c.so b. aires; (z.d. 3)";VIA ;PALAZZI LAZZARO;2;2171;3;;non alimentare;;1005;563
"VIA F.LLI GABBA N. 1 ;via f.lli gabba 001; isolato:304; accesso: accesso esterno; (z.d. 1)";VIA ;F.LLI GABBA;1;146;1;;non alimentare;;590;564
"VIA SAN PIETRO ALL'ORTO N. 10 ;via san pietro all'orto 010; isolato:316; (z.d. 1)";VIA ;SAN PIETRO ALL'ORTO;10;213;1;;non alimentare;;815;565
"VLE CASSALA N. 14 ; isolato:153; accesso: accesso esterno; (z.d. 6)";VLE ;CASSALA;14;5275;6;;non alimentare;240;806;566
"VIA ROSSO DI SAN SECONDO N. 15 ; isolato:146; accesso: accesso esterno; (z.d. 3)";VIA ;ROSSO DI SAN SECONDO;15;3009;3;;non alimentare;75;645;570
"VIA QUARTO CAGNINO N. 24 ; isolato:038; accesso: accesso esterno; (z.d. 7)";VIA ;QUARTO CAGNINO;24;6313;7;ramsa;non alimentare;;570;570
"VIA MANZONI ALESSANDRO N. 31 piano iø;via manzoni alessandro 031; isolato:254; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;31;230;1;sony italia spa.;non alimentare;;573;573
CSO VERCELLI N. 35 (z.d. 6);CSO ;VERCELLI;35;6193;7;;non alimentare;;575;575
"ff central codvia 9401 num.000 ; accesso: accesso interno; (z.d. 2)";;;;;;free shop;"alimentare;non alimentare";;577;577
"VIA MONTE NAPOLEONE N. 13 ;via monte napoleone 013; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;13;219;1;aspesi;non alimentare;;660;580
"CSO VERCELLI N. 16 ; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;16;6193;7;;non alimentare;;582;582
"VIA APELLE num.036/38; isolato:113; accesso: accesso esterno; (z.d. 2)";VIA ;APELLE;;2454;2;in s mercato;"alimentare;non alimentare";;583;583
"VLE MONZA N. 289 ; isolato:064; accesso: area ap.rec.; (z.d. 2)";VLE ;MONZA;289;2274;2;;non alimentare;;584;584
"CSO GENOVA N. 16 ; isolato:218; accesso: accesso esterno; (z.d. 1)";CSO ;GENOVA;16;5164;1;max  E  co max mara;non alimentare;;758;585
"ff central codvia 9401 num.000 ; accesso: accesso interno; (z.d. 2)";;;;;;;"alimentare;non alimentare";;589;589
"VLE MONZA num.065/67; isolato:322; accesso: accesso esterno; (z.d. 2)";;;;;;;non alimentare;350;940;590
"VLE CASSIODORO N. 12 ; isolato:151; accesso: accesso esterno; (z.d. 8)";VLE ;CASSIODORO;12;6359;8;farmacia cassiodoro;tabella speciale farmacie;;776;591
VIA DEGLI OMENONI N. 2 (z.d. 1);VIA ;DEGLI OMENONI;2;233;1;;Non Alimentare;;646;595
"PZA DEL LIBERTY N. 8 ;pza del liberty 008; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA ;DEL LIBERTY;8;98;1;ferrari;non alimentare;;840;596
"VIA MONTE NAPOLEONE num.027/e; isolato:314; (z.d. 1)";VIA ;MONTE NAPOLEONE;;219;1;;non alimentare;;657;597
CSO MATTEOTTI GIACOMO N. 10 (z.d. 1);CSO ;MATTEOTTI GIACOMO;10;218;1;;Non Alimentare;;1022;598
"VIA SANT' ARNALDO N. 26 centro strada; isolato:063; pto strada:cs; accesso: accesso esterno; (z.d. 9)";VIA ;SANT' ARNALDO;26;1663;9;;"non alimentare;tabella speciale carburanti";300;600;600
"VLE CERTOSA N. 9 ; isolato:335; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;9;7174;8;;non alimentare;;600;600
"PAS DUOMO N. 2 ;pas duomo 002; isolato:436; accesso: accesso interno; (z.d. 1)";PAS ;DUOMO;2;102;1;;non alimentare;150;750;600
"VIA FOLLI EGIDIO num.096; accesso: accesso esterno; (z.d. 3)";VIA ;FOLLI EGIDIO;;2676;3;;non alimentare;;600;600
"VIA DURINI N. 16 ;via durini 018; isolato:318; accesso: accesso esterno; (z.d. 1)";VIA ;DURINI;16;313;1;;non alimentare;150;750;600
"VIA F.LLI ZOIA N. 71 ; isolato:042; accesso: area ap.rec.; (z.d. 7)";VIA ;F.LLI ZOIA;71;6306;7;;non alimentare;10;610;600
"VIA ALEARDI ALEARDO N. 15 ; isolato:073; accesso: accesso esterno; (z.d. 8)";VIA ;ALEARDI ALEARDO;15;7209;8;;non alimentare;;600;600
"VLE LIGURIA N. 40 ; isolato:157; accesso: accesso esterno; (z.d. 6)";VLE ;LIGURIA;40;5264;6;il pentagono;non alimentare;;600;600
"VIA AMMIANO MARCELLINO num.014; isolato:122; accesso: accesso esterno; (z.d. 4)";VIA ;AMMIANO MARCELLINO;;4101;4;sma supermercati alimenta;"alimentare;non alimentare";720;1320;600
"VIA MURATORI LODOVICO N. 27 ; isolato:166; accesso: accesso esterno; (z.d. 4)";VIA ;MURATORI LODOVICO;27;4076;4;unes;"alimentare;non alimentare";;820;600
"VIA PIER LOMBARDO N. 2 ; isolato:157; accesso: accesso esterno; (z.d. 4)";VIA ;PIER LOMBARDO;2;4073;4;special market dugan;"alimentare;non alimentare";;879;600
"VIA BOTTA CARLO N. 7 ; isolato:163; accesso: accesso esterno; (z.d. 4)";VIA ;BOTTA CARLO;7;4069;4;bassetti;non alimentare;;600;600
VIA CANTONI GIOVANNI N. 7 (z.d. 6);VIA ;CANTONI GIOVANNI;7;6206;7;;non alimentare;;600;600
"GLL PASSARELLA N. 2 ;gll passarella 002; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;PASSARELLA;2;303;1;marina rinaldi;non alimentare;;600;600
"VIA LUDOVICO DI BREME N. 48 ; isolato:226; accesso: accesso interno; (z.d. 8)";VIA ;LUDOVICO DI BREME;48;7396;8;in s mercato;"alimentare;non alimentare";;600;600
"VIA CLITUMNO N. 20 ; isolato:317; accesso: accesso esterno; (z.d. 2)";VIA ;CLITUMNO;20;2367;2;in s mercato;"alimentare;non alimentare";;600;600
"VIA ROSSI PELLEGRINO N. 46 ; isolato:190; accesso: accesso esterno; (z.d. 9)";VIA ;ROSSI PELLEGRINO;46;1510;9;penny market;"alimentare;non alimentare";;935;600
"CSO LODI N. 65 ; isolato:023; accesso: accesso esterno; (z.d. 4)";CSO ;LODI;65;4068;4;ecom;"alimentare;non alimentare";;900;600
"VLE MARCHE N. 97 ; isolato:157; accesso: accesso esterno; (z.d. 9)";VLE ;MARCHE;97;1360;9;in s mercato;"alimentare;non alimentare";;600;600
"VIA MONTE NAPOLEONE N. 6 ;via monte napoleone 006; isolato:262; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;6;219;1;prada;non alimentare;;600;600
"CSO LODI N. 47 ; isolato:182; accesso: accesso esterno; (z.d. 4)";CSO ;LODI;47;4068;4;chateau d ax;non alimentare;;800;600
VIA PADOVA N. 237 (z.d. 2);VIA ;PADOVA;237;2275;2;;non alimentare;;600;600
"VIA BASSI UGO num.001/b  1c; isolato:257; accesso: accesso esterno; (z.d. 9)";VIA ;BASSI UGO;;1143;9;dico;"alimentare;non alimentare";;600;600
"VIA TESSA DELIO N. 1 sup. vendita computata 1/10; isolato:245; (z.d. 1)";VIA ;TESSA DELIO;1;1020;1;;non alimentare;;600;600
"VLE STELVIO N. 47 ; isolato:204; accesso: accesso esterno; (z.d. 9)";VLE ;STELVIO;47;1227;9;;non alimentare;;1000;600
"PLE PRINCIPESSA CLOTILDE num.010/a; isolato:333; accesso: accesso esterno; (z.d. 9)";;;;;;carrefour;"alimentare;non alimentare";;1070;600
"PZA DEL DUOMO N. 25 ;pza del duomo 025; isolato:416; accesso: accesso esterno; (z.d. 1)";PZA ;DEL DUOMO;25;1;1;;"non alimentare;tabella speciale monopolio";;601;601
"VIA ARNALDO DA BRESCIA N. 4 ; isolato:252; accesso: accesso interno; (z.d. 2)";VIA ;ARNALDO DA BRESCIA;4;1151;9;;non alimentare;;607;607
"VIA LORENTEGGIO N. 264 ; isolato:086; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;264;5132;6;midas;non alimentare;;607;607
"VIA MONTE NAPOLEONE N. 2 ;via durini 027; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;2;219;1;collezioni g. armani;non alimentare;;610;610
"VIA CASATI FELICE num.001/a; isolato:106; accesso: accesso esterno; (z.d. 3)";;;;;;;non alimentare;;652;610
"VIA MONTE NAPOLEONE N. 20 ;via monte napoleone 020; isolato:258; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;20;219;1;valentino;non alimentare;;1019;613
"VIA PITAGORA N. 4 ; isolato:024; accesso: accesso esterno; (z.d. 2)";VIA ;PITAGORA;4;2405;2;toys center;"alimentare;non alimentare";;614;614
VLE ROMOLO N. 9 (z.d. 6);VLE ;ROMOLO;9;5284;6;;non alimentare;;1073;615
"VIA DELLE BETULLE num.012; isolato:240; accesso: accesso esterno; (z.d. 7)";VIA ;DELLE BETULLE;;6828;7;in s mercato;;766;1386;620
PZA DUCA D'AOSTA Int. stazione interno stazione centrale;PZA ;DUCA D'AOSTA;;1200;2;;Non Alimentare;;798;620
"VIA MANCINI LODOVICO num.004/6; isolato:035; accesso: accesso esterno; (z.d. 4)";VIA ;MANCINI LODOVICO;;3082;4;sma centro freschezza;"alimentare;non alimentare";;1755;630
"CSO GENOVA N. 20 ; isolato:133; accesso: accesso esterno; (z.d. 1)";CSO ;GENOVA;20;5164;1;trevisan  E  c.;non alimentare;;661;630
VIA MURATORI LODOVICO N. 27 (z.d. 4);VIA ;MURATORI LODOVICO;27;4076;4;;Non Alimentare;;1055;630
"VIA MONTE NAPOLEONE N. 27 ;via monte napoleone 027; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;27;219;1;yves saint laurent;non alimentare;;1119;632
"VIA MAZZINI GIUSEPPE N. 2 ;via mazzini giuseppe 002; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA ;MAZZINI GIUSEPPE;2;516;1;;non alimentare;;648;648
"VLE BELISARIO N. 3 ; isolato:165; accesso: accesso esterno; (z.d. 8)";VLE ;BELISARIO;3;6360;8;unes;"alimentare;non alimentare";;1770;650
"PLE CHIESA DAMIANO N. 2 ; isolato:039; accesso: accesso esterno; (z.d. 8)";PLE ;CHIESA DAMIANO;2;7164;8;unes;"alimentare;non alimentare";;2003;650
VIA LORENTEGGIO N. 246 (z.d. 6);VIA ;LORENTEGGIO;246;5132;6;;Non Alimentare;;685;650
"VLE STELVIO N. 3 ; isolato:215; accesso: accesso esterno; (z.d. 9)";VLE ;STELVIO;3;1227;9;;non alimentare;1849;2500;651
"VIA VISCONTI ALEX box in mcc num.024/a; isolato:003; accesso: accesso interno; (z.d. 8)";VIA ;VISCONTI ALEX;;7529;8;;"alimentare;non alimentare";88;741;653
"VIA FREIKOFEL N. 2 ; isolato:088; accesso: accesso esterno; (z.d. 4)";VIA ;FREIKOFEL;2;4367;4;coop;"alimentare;non alimentare";;654;654
"CSO VENEZIA N. 7 ;cso venezia 007; isolato:261; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;7;238;1;d. E  g.;non alimentare;;867;656
"VIA PRINETTI LUIGI N. 44 ; isolato:282; accesso: accesso esterno; (z.d. 2)";VIA ;PRINETTI LUIGI;44;2329;2;arredamenti mobili;non alimentare;;659;659
"VIA FARINI CARLO N. 47 ; isolato:251; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;47;1114;9;;non alimentare;;660;660
"VLE ESPINASSE CARLO N. 137 ; isolato:103; accesso: accesso esterno; (z.d. 8)";VLE ;ESPINASSE CARLO;137;7390;8;penny market;"alimentare;non alimentare";;879;662
"VIA DELL' INNOMINATO N. 2 ; isolato:082; accesso: accesso esterno; (z.d. 5)";VIA ;DELL' INNOMINATO;2;5414;5;varco spa.;non alimentare;;7140;664
"CSO BUENOS AIRES N. 51 ; isolato:044; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;51;2129;3;libreria del corso;non alimentare;121;787;666
"PLE BOLOGNA N. 7 ; isolato:005; accesso: accesso esterno; (z.d. 4)";PLE ;BOLOGNA;7;4172;4;conad;"alimentare;non alimentare";;1315;670
"VLE TIBALDI num.040/1; isolato:066; accesso: accesso esterno; (z.d. 5)";VLE ;TIBALDI;;5234;5;lidl;"alimentare;non alimentare";;857;674
"VIA GROSIO N. 9 ; isolato:202; accesso: accesso esterno; (z.d. 8)";VIA ;GROSIO;9;7483;8;fiat succ. vendita assist;non alimentare;;17858;675
"VIA MASSARA DE CAPITANI N. 15 ; isolato:036; accesso: area ap.rec.; (z.d. 9)";VIA ;MASSARA DE CAPITANI;15;1261;9;penny market;"alimentare;non alimentare";;762;680
"VIA SARPI FRA' PAOLO N. 4 ; isolato:068; accesso: accesso interno; (z.d. 8)";VIA ;SARPI FRA' PAOLO;4;7210;8;;non alimentare;;693;693
"VIA MICHELINO DA BESOZZO N. 14 ; isolato:300; accesso: accesso esterno; (z.d. 8)";VIA ;MICHELINO DA BESOZZO;14;7263;8;sma supermercati alimenta;"alimentare;non alimentare";;1703;695
"VLE STELVIO N. 47 aff. az. tacit. rinnov.; isolato:204; accesso: accesso esterno; (z.d. 9)";VLE ;STELVIO;47;1227;9;punto sma;"alimentare;non alimentare";;1187;700
PZA SAN BABILA N. 5 (z.d. 1);PZA ;SAN BABILA;5;216;1;;non alimentare;;1256;700
VLE MONZA N. 162 (z.d. 2);VLE ;MONZA;162;2274;2;;Non Alimentare;;853;700
"VIA SPERONARI N. 8 ;via speronari 008; isolato:447; accesso: accesso esterno; (z.d. 1)";VIA ;SPERONARI;8;517;1;;non alimentare;;863;701
"VIA ASTESANI ALESSANDRO N. 46 ; isolato:052; accesso: accesso esterno; (z.d. 9)";VIA ;ASTESANI ALESSANDRO;46;1558;9;sma supermercati alimenta;"alimentare;non alimentare";;1685;705
"VIA PETROCCHI POLICARPO N. 36 ; isolato:187; accesso: accesso esterno; (z.d. 2)";VIA ;PETROCCHI POLICARPO;36;2320;2;nuova eco srl.;non alimentare;;705;705
"VIA MAFFUCCI ANGIOLO N. 40 ; isolato:063; accesso: accesso esterno; (z.d. 9)";VIA ;MAFFUCCI ANGIOLO;40;1276;9;superdi  supermercati;"alimentare;non alimentare";;705;705
"CSO VITTORIO EMANUELE II N. 13 ;cso vittorio emanuele ii 013; isolato:361; accesso: accesso esterno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;13;214;1;;non alimentare;;969;710
"CSO VENEZIA N. 15 ;cso venezia 015; isolato:189; accesso: accesso esterno; (z.d. 1)";CSO ;VENEZIA;15;238;1;d  E  g.;non alimentare;;1193;713
"VLE SABOTINO N. 28 ; isolato:112; accesso: accesso esterno; (z.d. 5)";VLE ;SABOTINO;28;4046;5;darty;non alimentare;;720;720
"VIA GIULINI GIORGIO N. 2 ;via giulini giorgio 002; isolato:371; accesso: accesso esterno; (z.d. 1)";VIA ;GIULINI GIORGIO;2;613;1;balloon;non alimentare;;1014;720
"GLL VITTORIO EMANUELE num.063; isolato:354; accesso: accesso esterno; (z.d. 1)";GLL ;VITTORIO EMANUELE;;10;1;prada;non alimentare;;720;720
"VIA GROSOTTO N. 7 pii portello comp u2 lotto 2a; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;non alimentare;;780;723
"CSO GARIBALDI GIUSEPPE num.097/99; isolato:081; accesso: accesso esterno; (z.d. 1)";;;;;;;non alimentare;130;855;725
VIA ALBERICO DA ROSCIATE N. 5 (z.d. 7);VIA ;ALBERICO DA ROSCIATE;5;6589;7;;;;0;726
"VIA ALBERICO DA ROSCIATE N. 5 ; isolato:152; accesso: accesso esterno; (z.d. 7)";VIA ;ALBERICO DA ROSCIATE;5;6589;7;;non alimentare;;726;726
"VIA MARCO D'AGRATE N. 8 ; isolato:115; accesso: accesso esterno; (z.d. 5)";VIA ;MARCO D'AGRATE;8;4276;5;;non alimentare;390;1120;730
"VIA BOCCONI FERDINANDO N. 8 ; isolato:102; accesso: accesso esterno; (z.d. 5)";VIA ;BOCCONI FERDINANDO;8;4050;5;libreria egea;non alimentare;;733;733
"PZA NAPOLI N. 2 ; isolato:001; accesso: accesso esterno; (z.d. 6)";PZA ;NAPOLI;2;5131;6;land rover;non alimentare;;741;741
"VIA DELLA SPIGA N. 4 ;via della spiga 004; isolato:189; accesso: accesso esterno; (z.d. 1)";VIA ;DELLA SPIGA;4;226;1;gio moretti jenny;non alimentare;;745;745
"PZA DEL LIBERTY N. 4 ;pza del liberty 004; isolato:361; accesso: accesso esterno; (z.d. 1)";PZA ;DEL LIBERTY;4;98;1;max  E  co;non alimentare;;746;746
"CSO MAGENTA N. 13 ;cso magenta 013; isolato:343; accesso: accesso esterno; (z.d. 1)";CSO ;MAGENTA;13;604;1;bardelli;non alimentare;86;833;747
"VIA DURINI N. 24 ;via durini 023; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA ;DURINI;24;313;1;armani junior;non alimentare;;900;748
"VIA DURINI N. 24 ;via durini 024; isolato:318; accesso: accesso esterno; (z.d. 1)";VIA ;DURINI;24;313;1;natuzzi;non alimentare;;900;748
"VIA TORINO N. 21 ;via torino 021; isolato:446; accesso: accesso esterno; (z.d. 1)";VIA ;TORINO;21;543;1;mango;non alimentare;;1200;748
"GLL PASSARELLA N. 2 ;gll passarella 002; isolato:360; accesso: accesso esterno; (z.d. 1)";GLL ;PASSARELLA;2;303;1;oviesse;non alimentare;;750;750
"VIA MARTINI SIMONE N. 3 ; isolato:046; accesso: accesso esterno; (z.d. 6)";VIA ;MARTINI SIMONE;3;5307;6;;non alimentare;;750;750
"VIA BIGLI N. 2 ;via verri pietro 007*; accesso: accesso esterno; (z.d. 1)";VIA ;BIGLI;2;224;1;burberry italy retail lim;non alimentare;;1082;750
"VIA BASSO LELIO N. 8 int. m.c.c.; isolato:111; accesso: accesso interno; (z.d. 5)";VIA ;BASSO LELIO;8;5453;5;in s mercato;"alimentare;non alimentare";;750;750
"VIA SACCARDO PIETRO ANDREA N. 22 ; isolato:128; accesso: accesso esterno; (z.d. 3)";VIA ;SACCARDO PIETRO ANDREA;22;2665;3;lidl;"alimentare;non alimentare";;750;750
"VIA DON RODRIGO num.007; (z.d. 5)";VIA ;DON RODRIGO;;5416;5;;"alimentare;non alimentare";;1100;751
VIA BAGAROTTI MAFFEO N. 5 (z.d. 7);VIA ;BAGAROTTI MAFFEO;5;6585;7;;"Alimentare;Non Alimentare";;1158;753
"VLE MARTINI ENRICO N. 9 sup.di vendita computata al10%; (z.d. 4)";VLE ;MARTINI ENRICO;9;4175;4;;non alimentare;;755;755
"PZA DEL DUOMO N. 31 ;cso vittorio emanuele ii 001; isolato:419; accesso: accesso esterno; (z.d. 1)";PZA ;DEL DUOMO;31;1;1;;"alimentare;non alimentare";;792;757
"VIA TOLSTOI LEONE N. 87 ; isolato:041; accesso: accesso esterno; (z.d. 6)";VIA ;TOLSTOI LEONE;87;5133;6;;non alimentare;;762;762
"VIA CARNEVALI ANTONIO N. 116 ; isolato:034; accesso: accesso interno; (z.d. 9)";VIA ;CARNEVALI ANTONIO;116;1268;9;penny market;"alimentare;non alimentare";;0;765
"CSO EUROPA N. 12 ;cso europa 012; isolato:317; accesso: accesso esterno; (z.d. 1)";CSO ;EUROPA;12;300;1;koivu;non alimentare;;770;770
"VIA MURATORI LODOVICO N. 13 ; isolato:165; accesso: accesso esterno; (z.d. 4)";VIA ;MURATORI LODOVICO;13;4076;4;;non alimentare;2052;2824;772
"VIA GONIN FRANCESCO N. 11 ; isolato:156; accesso: accesso esterno; (z.d. 6)";VIA ;GONIN FRANCESCO;11;5376;6;;non alimentare;1;776;775
"VIA HOEPLI ULRICO N. 3 ;via hoepli ulrico 003; isolato:384; accesso: accesso esterno; (z.d. 1)";VIA ;HOEPLI ULRICO;3;190;1;;non alimentare;;778;778
"CSO VERCELLI N. 18 ; isolato:216; accesso: accesso esterno; (z.d. 7)";CSO ;VERCELLI;18;6193;7;germani sport;non alimentare;;936;780
"PZA VENTICINQUE APRILE N. 12 ; isolato:322; accesso: accesso interno; (z.d. 9)";PZA ;VENTICINQUE APRILE;12;1064;9;;non alimentare;;781;781
"VIA VALLAZZE N. 87 ; isolato:035; accesso: accesso esterno; (z.d. 3)";VIA ;VALLAZZE;87;2250;3;unes;"alimentare;non alimentare";;790;790
"VIA LOMELLINA N. 1 ; isolato:255; accesso: accesso esterno; (z.d. 4)";VIA ;LOMELLINA;1;3280;4;sma supermercati alimenta;"alimentare;Non Alimentare";;1450;794
"VIA FRIULI N. 16 ; isolato:177; accesso: accesso esterno; (z.d. 4)";VIA ;FRIULI;16;3199;4;;non alimentare;406;1200;794
"VIA DOMENICHINO N. 2 ; isolato:227; accesso: accesso esterno; (z.d. 7)";VIA ;DOMENICHINO;2;6383;7;esselunga;;622;1417;795
"VIA LOMBROSO CESARE N. 54 interno merc.ingros.ortofrutt.; isolato:091; accesso: accesso esterno; (z.d. 4)";VIA ;LOMBROSO CESARE;54;3334;4;;"alimentare;non alimentare";100;900;800
"VIA SODERINI LUIGI N. 54 ; isolato:069; accesso: accesso esterno; (z.d. 6)";VIA ;SODERINI LUIGI;54;6675;6;;non alimentare;740;1540;800
"VIA GALLARATE N. 40 centro strada; isolato:228; pto strada:cs; accesso: accesso esterno; (z.d. 8)";VIA ;GALLARATE;40;7420;8;;tabella speciale carburanti;100;900;800
"VIA DUPRE' GIOVANNI N. 14 ; isolato:292; accesso: accesso esterno; (z.d. 8)";VIA ;DUPRE' GIOVANNI;14;7252;8;;non alimentare;;800;800
"VIA GOZZI GASPARE N. 5 ; isolato:183; accesso: accesso esterno; (z.d. 3)";VIA ;GOZZI GASPARE;5;3104;3;susa auto silo;non alimentare;;6490;800
"VIA FILZI FABIO N. 8 ; isolato:310; accesso: accesso esterno; (z.d. 2)";VIA ;FILZI FABIO;8;1190;2;;non alimentare;150;950;800
"VIA MONTE NAPOLEONE N. 11 ;via monte napoleone 011; isolato:314; accesso: accesso esterno; (z.d. 1)";VIA ;MONTE NAPOLEONE;11;219;1;;non alimentare;;800;800
"VIA DEI CROLLALANZA N. 4 ; isolato:067; accesso: accesso esterno; (z.d. 6)";VIA ;DEI CROLLALANZA;4;5311;6;;non alimentare;1490;2290;800
"VIA FARA GUSTAVO N. 39 ; isolato:289; accesso: accesso esterno; (z.d. 9)";VIA ;FARA GUSTAVO;39;1183;9;;non alimentare;;800;800
"VLE TIBALDI N. 35 ; isolato:164; accesso: accesso esterno; (z.d. 5)";VLE ;TIBALDI;35;5234;5;pam;"alimentare;non alimentare";;1691;800
"VIA PICCINNI NICOLA N. 2 ; isolato:027; accesso: accesso esterno; (z.d. 3)";VIA ;PICCINNI NICOLA;2;2236;3;pam;"alimentare;non alimentare";;2040;800
"VLE ESPINASSE CARLO N. 19 ; isolato:243; accesso: accesso esterno; (z.d. 8)";VLE ;ESPINASSE CARLO;19;7390;8;standa superfresco;"alimentare;non alimentare";;2253;800
"VIA GONIN FRANCESCO N. 71 ; isolato:155; accesso: accesso esterno; (z.d. 6)";VIA ;GONIN FRANCESCO;71;5376;6;conad;"alimentare;non alimentare";;1292;800
"VIA DEGLI ZUCCARO N. 9 ; isolato:142; accesso: accesso esterno; (z.d. 6)";VIA ;DEGLI ZUCCARO;9;5390;6;;non alimentare;;800;800
VIA NERVESA N. 30 (z.d. 4);VIA ;NERVESA;30;4167;4;;non alimentare;;800;800
RIP DI PTA TICINESE N. 73 (z.d. 1);RIP ;DI PTA TICINESE;73;5150;6;;;;800;800
"VIA PECCHIO GIUSEPPE N. 10 ; isolato:040; (z.d. 3)";VIA ;PECCHIO GIUSEPPE;10;2240;3;;non alimentare;;800;800
"PZA SIGMUND FREUD N. 1 interno staz.ffss porta garib.; isolato:259; (z.d. 9)";PZA ;SIGMUND FREUD;1;1705;9;;"alimentare;non alimentare";;900;800
"LGO CORSIA DEI SERVI N. 11 ;cso vittorio emanuele ii 024; isolato:360; accesso: accesso esterno; (z.d. 1)";LGO ;CORSIA DEI SERVI;11;234;1;replay;non alimentare;;808;808
"VIA CEFALONIA N. 10 ; isolato:146; accesso: accesso esterno; (z.d. 8)";VIA ;CEFALONIA;10;7439;8;conad;"alimentare;non alimentare";;1269;808
"CSO BUENOS AIRES N. 63 ; isolato:017; accesso: accesso esterno; (z.d. 3)";CSO ;BUENOS AIRES;63;2129;3;;non alimentare;;1073;812
"VIA MACCHI MAURO N. 29 ; isolato:039; accesso: accesso esterno; (z.d. 2)";VIA ;MACCHI MAURO;29;2133;2;toys center;"alimentare;non alimentare";227;1040;813
"VIA DE MARCHI EMILIO N. 10 ; accesso: accesso esterno; (z.d. 2)";VIA ;DE MARCHI EMILIO;10;1418;2;unes;"alimentare;non alimentare";;1350;814
"VIA TRILUSSA N. 26 ; isolato:063; accesso: accesso esterno; (z.d. 8)";VIA ;TRILUSSA;26;7367;8;unes;"alimentare;non alimentare";;2632;814
"PLE LODI N. 3 viale umbria ang. v.p.colletta; accesso: accesso esterno; (z.d. 4)";PLE ;LODI;3;4249;4;melablu;non alimentare;;1023;820
"VIA VASARI GIORGIO N. 2 ; isolato:165; accesso: accesso esterno; (z.d. 4)";VIA ;VASARI GIORGIO;2;4070;4;b 612;non alimentare;;823;823
"VLE EGINARDO N. 15 ; isolato:209; accesso: accesso esterno; (z.d. 8)";VLE ;EGINARDO;15;6366;8;;non alimentare;;2350;826
VIA BECCARIA CESARE N. 5 (z.d. 1);VIA ;BECCARIA CESARE;5;307;1;;"Alimentare;Non Alimentare";;1191;828
"VIA LEONCAVALLO RUGGERO num.015/17; ()";;;;;;;"alimentare;non alimentare";;1250;830
"VIA LEONCAVALLO RUGGERO num.015/17; ()";;;;;;;"alimentare;non alimentare";;1250;830
VIA D'ADDA CARLO N. 29 (z.d. 6);VIA ;D'ADDA CARLO;29;5272;6;lucky music strumenti m.;Non Alimentare;;1494;835
"VIA TIMAVO N. 32 ; isolato:239; accesso: accesso interno; (z.d. 2)";VIA ;TIMAVO;32;1174;2;;non alimentare;346;1186;840
"VIA BISCEGLIE N. 92 ; isolato:053; accesso: accesso esterno; (z.d. 6)";VIA ;BISCEGLIE;92;6707;6;denicar spa.;non alimentare;;847;847
"VIA GIAMBELLINO num.069/5; isolato:160; accesso: accesso esterno; (z.d. 6)";;;;;;;non alimentare;;848;848
